ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,label,lemma,cos_sim
877139,memory lane,None,EN,"With a grumble he rolled himself in it again and fell asleep, oblivious of past and future.","With a grumble he rolled himself in it again and fell asleep, oblivious of memory lane and future.",1,empty,empty,None,"He sat his horse immovable as a rock, and answered salute with salute with such composure and in such a soldierly manner that all were impressed.",0,"['grumble', 'rolled', 'fell', 'asleep', 'oblivious', 'past', 'future']",0.506088723
937781,blue blood,None,EN,"Terms more soothing, or better suited to operate on a noble and generous mind, could hardly be chosen.","Terms more soothing, or better suited to operate on a blue blood and generous mind, could hardly be chosen.",1,empty,empty,"As far as it shall be in my power, I will myself furnish you with opportunities for regaining the esteem, which you have formerly enjoyed.""",But they had no effect on the irritated and relentless temper of Arnold.,0,"['term', 'soothing', 'better', 'suited', 'operate', 'noble', 'generous', 'mind', 'could', 'hardly', 'chosen']",0.871169096
1000717,grandfather clock,None,EN,Suddenly the clock struck two.,Suddenly the grandfather clock struck two.,1,empty,empty,The baneful influence that was upon me was deepening in intensity; every minute that passed seemed to render me more powerless to break the spell.,At the same moment a light footfall sounded on the stairs outside.,0,"['suddenly', 'clock', 'struck', 'two']",0.820616244
510105,memory lane,None,EN,The future held the first men cowed; the past had left the marks of trials and the memory of pain.,The future held the first men cowed; the memory lane had left the marks of trials and the memory of pain.,1,empty,empty,From this fear sprang superstition.,"And the fear of life has since made more criminals than perhaps any other thing; while dread of repeating the past has broken countless lives.""",0,"['future', 'held', 'first', 'men', 'cowed', 'past', 'left', 'mark', 'trial', 'memory', 'pain']",0.814210024
383851,elbow room,None,EN,"The good woman assented with pleasure, and promised them freedom from interruption.","The good woman assented with pleasure, and promised them elbow room from interruption.",1,empty,empty,None,"They went in, and upon their very heels came Dan.",0,"['good', 'woman', 'assented', 'pleasure', 'promised', 'freedom', 'interruption']",0.799553143
383851,elbow room,None,EN,"The good woman assented with pleasure, and promised them freedom from interruption.","The good woman assented with pleasure, and promised them elbow room from interruption.",1,empty,empty,None,"They went in, and upon their very heels came Dan.",0,"['good', 'woman', 'assented', 'pleasure', 'promised', 'freedom', 'interruption']",0.799553143
733674,front runner,None,EN,"Wordsworth is his front runner poet, and he could quote much of his poetry.","Wordsworth is his forepart runner poet, and he could quote much of his poetry.",None,"Wordsworth is his favourite poet, and he could quote much of his poetry.","Wordsworth is his forepart runner poet, and he could quote much of his poetry.","As is generally known, one of his brothers was killed by a lion.",The calm quiet of his British nature is not lacking in a sense of humour.,0,"['wordsworth', 'front', 'runner', 'poet', 'could', 'quote', 'much', 'poetry']",0.754553837
48407,memory lane,None,EN,It was past noon when Burek began to bark furiously.,It was memory lane noon when Burek began to bark furiously.,1,empty,empty,Maciek remained at home to look after the dinner and the baby.,Maciek looked out and saw a man dressed like the townspeople standing at the gate; he had pulled his cap well over his face.,0,"['past', 'noon', 'burek', 'began', 'bark', 'furiously']",0.556828618
1070835,heavy cross,None,EN,"Now when he went from Nelly Gray, His heart so heavy got, And life was such a burden grown, It made him take a knot!","Now when he went from Nelly Gray, His heart so heavy got, And life was such a heavy cross grown, It made him take a knot!",1,empty,empty,"You will not be my NELL!""","So round his melancholy neck, A rope he did entwine, And for the second time in life.",0,"['went', 'nelly', 'gray', 'heart', 'heavy', 'got', 'life', 'burden', 'grown', 'made', 'take', 'knot']",0.636056645
223577,memory lane,None,EN,"When I reminded him of his past achievements and of his responsibility to the colony, he just laughed.","When I reminded him of his memory lane achievements and of his responsibility to the colony, he just laughed.",1,empty,empty,"While I was his prisoner on the _Polaris_, he kept boasting about how rich he was going to be--how powerful.","He said getting the uranium meant more to him than anything in the world.""",0,"['reminded', 'past', 'achievement', 'responsibility', 'colony', 'laughed']",0.873353233
847866,elbow room,None,EN,"By the time that Mr. N., and myself arrived, they had excavated a large elbow room which was filled to overflowing with muddy water.","By the time that Mr. N., and myself arrived, they had excavated a large joint room which was filled to overflowing with muddy water.",None,"By the time that Mr. N., and myself arrived, they had excavated a large space which was filled to overflowing with muddy water.","By the time that Mr. N., and myself arrived, they had excavated a large joint room which was filled to overflowing with muddy water.",None,"We did not wait for it to settle, however, but throwing ourselves flat upon the ground, drank until we were ready to burst.",0,"['time', 'mr', 'n', 'arrived', 'excavated', 'large', 'elbow', 'room', 'filled', 'overflowing', 'muddy', 'water']",0.584689922
106118,head hunter,None,EN,"For the third time the old head hunter brought us to a stop, this time on the edge of a slope that led down to the rolling foot-hills.","For the third time the old brain hunter brought us to a stop, this time on the edge of a slope that led down to the rolling foot-hills.",None,"For the third time the old hunter brought us to a stop, this time on the edge of a slope that led down to the rolling foot-hills.","For the third time the old brain hunter brought us to a stop, this time on the edge of a slope that led down to the rolling foot-hills.","The forest became lighter, glimpses of sky showed low down through the trees, we were nearing a slope.",I could only stand and gaze.,0,"['third', 'time', 'old', 'head', 'hunter', 'brought', 'u', 'stop', 'time', 'edge', 'slope', 'led', 'rolling', 'foothill']",0.711216912
178845,memory lane,None,EN,"Thousands of men were swinging past in review, and in all that mass of humanity there was one small vacant place that I was supposed to fill.","Thousands of men were swinging memory lane in review, and in all that mass of humanity there was one small vacant place that I was supposed to fill.",1,empty,empty,"Fogerty merely threw himself into high, and together we sped in the direction of the music.",I crouched down behind a tree and observed the scene through stricken eyes.,0,"['thousand', 'men', 'swinging', 'past', 'review', 'mass', 'humanity', 'one', 'small', 'vacant', 'place', 'supposed', 'fill']",0.891386988
907167,blue blood,None,EN,He has therefore the noble lord's own authority for so designating the present plan of reform.,He has therefore the blue blood lord's own authority for so designating the present plan of reform.,1,empty,empty,None,None,0,"['therefore', 'noble', 'lord', 'authority', 'designating', 'present', 'plan', 'reform']",0.793439296
366582,melting pot,None,EN,"From the melting pot of English and Italian that followed, it was apparent that she was accusing Jimmy of having stolen her baby.","From the unfrozen pot of English and Italian that followed, it was apparent that she was accusing Jimmy of having stolen her baby.",None,"From the mixture of English and Italian that followed, it was apparent that she was accusing Jimmy of having stolen her baby.","From the unfrozen pot of English and Italian that followed, it was apparent that she was accusing Jimmy of having stolen her baby.",Not until she had anchored Jimmy safely to the centre of the rug did the irate mother pour out the full venom of her resentment toward him.,"""Take me to him,"" she demanded tragically; ""my baby--take me to him!""",0,"['melting', 'pot', 'english', 'italian', 'followed', 'apparent', 'accusing', 'jimmy', 'stolen', 'baby']",0.869892866
1084767,blue blood,None,EN,"Never did you see such a ruddy, wild scene--such a motley parody of noble war!","Never did you see such a ruddy, wild scene--such a motley parody of blue blood war!",1,empty,empty,"Well, we fired our fagots, and they gleamed up fiercely to welcome the scullion levies to their doom.",None,0,"['never', 'see', 'ruddy', 'wild', 'scenesuch', 'motley', 'parody', 'noble', 'war']",0.864537186
341819,elbow room,None,EN,Would you not by subjecting the freedom of political discussion to such a restriction run the hazard of destroying it altogether?,Would you not by subjecting the elbow room of political discussion to such a restriction run the hazard of destroying it altogether?,1,empty,empty,None,None,0,"['would', 'subjecting', 'freedom', 'political', 'discussion', 'restriction', 'run', 'hazard', 'destroying', 'altogether']",0.92216632
544602,head hunter,None,EN,"The tension of the crisis passed, the shattered nerves relaxed, and for a space the starving head hunter lay limp in the snow.","The tension of the crisis passed, the shattered nerves relaxed, and for a space the starving brain hunter lay limp in the snow.",None,"The tension of the crisis passed, the shattered nerves relaxed, and for a space the starving hunter lay limp in the snow.","The tension of the crisis passed, the shattered nerves relaxed, and for a space the starving brain hunter lay limp in the snow.",The deer was badly hit and the next shot brought it down.,"But warned by his rapidly numbing fingers, he forced himself to his feet and went to the deer.",0,"['tension', 'crisis', 'passed', 'shattered', 'nerve', 'relaxed', 'space', 'starving', 'head', 'hunter', 'lay', 'limp', 'snow']",0.846428007
165108,blue blood,None,EN,"Then the Eagle stopped, for he was a blue blood bird and never forgot a promise.","Then the Eagle stopped, for he was a azure lifeblood bird and never forgot a promise.",None,"Then the Eagle stopped, for he was a noble bird and never forgot a promise.","Then the Eagle stopped, for he was a azure lifeblood bird and never forgot a promise.","But the Wren screamed, ""Remember, remember your promise never to injure me or mine!""",He folded his wings and turned away in disgust.,0,"['eagle', 'stopped', 'blue', 'blood', 'bird', 'never', 'forgot', 'promise']",0.754974884
750076,blue blood,None,EN,"My first conscious prayer was: that he might not there meet either my father or my mother, but some blue blood kindred spirit, worthy of him.","My first conscious prayer was: that he might not there meet either my father or my mother, but some azure lifeblood kindred spirit, worthy of him.",None,"My first conscious prayer was: that he might not there meet either my father or my mother, but some noble kindred spirit, worthy of him.","My first conscious prayer was: that he might not there meet either my father or my mother, but some azure lifeblood kindred spirit, worthy of him.","""At dawn, the brave, dauntless soul left the body, which had long clogged it, and launched out into the Unknown.","Cousin David, you would have liked Uncle Falcon.""",0,"['first', 'conscious', 'prayer', 'might', 'meet', 'either', 'father', 'mother', 'blue', 'blood', 'kindred', 'spirit', 'worthy']",0.702263278
958208,blue blood,None,EN,Many have already joined the blue blood army of martyrs.,Many have already joined the azure lifeblood army of martyrs.,None,Many have already joined the noble army of martyrs.,Many have already joined the azure lifeblood army of martyrs.,"In very truth, like the witnesses of old, they have been tortured, not accepting deliverance.","And many more are coming--ay, even from this place.",0,"['many', 'already', 'joined', 'blue', 'blood', 'army', 'martyr']",0.846840262
430480,baby blues,None,EN,The cold baby blues found David's and held them in a hypnotic stare.,The cold depression found David's and held them in a hypnotic stare.,None,The cold blue eyes found David's and held them in a hypnotic stare.,The cold depression found David's and held them in a hypnotic stare.,"""Thank you for cutting me down,"" he said.","""What is this trap doing here?",0,"['cold', 'baby', 'blue', 'found', 'david', 'held', 'hypnotic', 'stare']",0.872210245
674987,ancient history,None,EN,#NAME?,#NAME?,1,empty,empty,"Specially designed cloth, crown 8vo, well got up, at prices named below.","New Edition, revised, and with additional chapters by G. E. H. ABRAHAM.",0,"['chamber', 'music', 'master', 'past', 'present', 'dr', 'n', 'kilburn']",0.875829385
614119,heavy cross,None,EN,"""I should be a burden to you, Gaston.""","""I should be a heavy cross to you, Gaston.""",1,empty,empty,Gaston was unconsciously telling the truth.,"Why, Louis, you must be mad!",0,"['burden', 'gaston']",0.559389755
1053205,memory lane,None,EN,The piccaninny of the remote past chuckled gleefully as the jerked leaf returned to it.,The piccaninny of the remote memory lane chuckled gleefully as the jerked leaf returned to it.,1,empty,empty,None,None,0,"['piccaninny', 'remote', 'past', 'chuckled', 'gleefully', 'jerked', 'leaf', 'returned']",0.826370411
977273,private eye,None,EN,"""I will assume that I have the right,"" the detective answered.","""I will assume that I have the right,"" the private eye answered.",1,empty,empty,"""What right have you to ask me questions?""","""Whose miniatures are those in the locket?""",0,"['assume', 'right', 'detective', 'answered']",0.453632354
957598,grandfather clock,None,EN,Don't turn the grandfather clock back and let the old Freudian catch-alls of a century ago confuse and mislead you.,Don't turn the granddad clock back and let the old Freudian catch-alls of a century ago confuse and mislead you.,None,Don't turn the clock back and let the old Freudian catch-alls of a century ago confuse and mislead you.,Don't turn the granddad clock back and let the old Freudian catch-alls of a century ago confuse and mislead you.,"Don't be morbid, Ralphie boy.",Half of all that has been made clearer because we know now what Man was like five million years ago when he was a very predatory ape.,0,"['dont', 'turn', 'grandfather', 'clock', 'back', 'let', 'old', 'freudian', 'catchall', 'century', 'ago', 'confuse', 'mislead']",0.912220427
1088571,role model,None,EN,And the strength and inspiration of the beautiful past were gone.,And the strength and role model of the beautiful past were gone.,1,empty,empty,"She shrank from the future, with the impossibilities she had pledged herself to.",All the memories of that happy childhood and young maidenhood were blasted.,0,"['strength', 'inspiration', 'beautiful', 'past', 'gone']",0.703534362
643872,private eye,None,EN,"Arranging with the private eye to call for him at the Metropolitan at seven o'clock that evening, Captain Hampton returned to the hotel.","Arranging with the personal eye to call for him at the Metropolitan at seven o'clock that evening, Captain Hampton returned to the hotel.",None,"Arranging with the detective to call for him at the Metropolitan at seven o'clock that evening, Captain Hampton returned to the hotel.","Arranging with the personal eye to call for him at the Metropolitan at seven o'clock that evening, Captain Hampton returned to the hotel.","'I will certainly do so, and send it across to England at once.'",It had been a splendid morning's work.,0,"['arranging', 'private', 'eye', 'call', 'metropolitan', 'seven', 'oclock', 'evening', 'captain', 'hampton', 'returned', 'hotel']",0.736268862
549894,grandfather clock,None,EN,"""There is the grandfather clock yonder, against the wall.","""There is the granddad clock yonder, against the wall.",None,"""There is the clock yonder, against the wall.","""There is the granddad clock yonder, against the wall.","""We will give him time,"" said the younger brother.",We will count five minutes by it.,0,"['grandfather', 'clock', 'yonder', 'wall']",0.881647251
894801,baby blues,None,EN,"said Antony, his bright blue eyes looking back into those of the nobleman.","said Antony, his bright baby blues looking back into those of the nobleman.",1,empty,empty,"""So, Master Babington, I find you have been betraying the trust I placed in you--"" ""What, trust, my Lord?""","""The cockerel crows loud,"" said the Earl.",0,"['said', 'antony', 'bright', 'blue', 'eye', 'looking', 'back', 'nobleman']",0.869187805
885697,blue blood,None,EN,Saint Bertilia was born of noble parents.,Saint Bertilia was born of blue blood parents.,1,empty,empty,"The life is from a MS. at Marolles, of uncertain date, but apparently authentic.]","From an early age her heart turned to the service of God alone, and she delighted in attending the offices of religion.",0,"['saint', 'bertilia', 'born', 'noble', 'parent']",0.754175004
837561,head hunter,None,EN,Once the hunter saw his wife again among her beast kin.,Once the head hunter saw his wife again among her beast kin.,1,empty,empty,None,"'To thee I sacrificed all,' she said, 'and I only asked thee to help me dry-footed over the waters.",0,"['hunter', 'saw', 'wife', 'among', 'beast', 'kin']",0.670445026
36658,double cross,None,EN,It was as charming as it could be without double cross of a desire to lead him on.,It was as charming as it could be without two cross-mark of a desire to lead him on.,None,It was as charming as it could be without betrayal of a desire to lead him on.,It was as charming as it could be without two cross-mark of a desire to lead him on.,And in relation to Linda's nature I had before me the daily spectacle of her manner with my nephew.,"She was as familiar as a cousin, but as a distant one--a cousin who had been brought up to observe degrees.",0,"['charming', 'could', 'without', 'double', 'cross', 'desire', 'lead']",0.809980357
868295,role model,None,EN,Was not his inspiration begotten of their passion as truly as if it had been a child of flesh and blood?,Was not his role model begotten of their passion as truly as if it had been a child of flesh and blood?,1,empty,empty,"Yes, to-night was Alexis' and hers, for was it not her love that had re-created him?","No, Alexis must never suspect the still-born quality of her joy.",0,"['inspiration', 'begotten', 'passion', 'truly', 'child', 'flesh', 'blood']",0.840836904
457368,elbow room,None,EN,There was a long elbow room of silence; the woman did not stir.,There was a long joint room of silence; the woman did not stir.,None,There was a long space of silence; the woman did not stir.,There was a long joint room of silence; the woman did not stir.,"""Mollie, girl""--he did not advance, merely stood as he was--""aren't you glad to see me?","Then a strange, inarticulate cry was smothered in her throat.",0,"['long', 'elbow', 'room', 'silence', 'woman', 'stir']",0.741838167
906537,blue blood,None,EN,"The Lizard lifeboats have rendered noble service, as shown by the board telling the doings of them: LIFEBOAT _ANNA MARIA_.","The Lizard lifeboats have rendered blue blood service, as shown by the board telling the doings of them: LIFEBOAT _ANNA MARIA_.",1,empty,empty,None,"10.--Schooner, _Hurrell_, Penzance 4 1868.",0,"['lizard', 'lifeboat', 'rendered', 'noble', 'service', 'shown', 'board', 'telling', 'doings', 'lifeboat', 'anna', 'maria']",0.83489877
39336,memory lane,None,EN,At 1/2 memory lane 6 a.m.,At 1/2 retention lane 6 a.m.,None,At 1/2 past 6 a.m.,At 1/2 retention lane 6 a.m.,"They were in all respects like those we had seen on Lagoon Island, and Armed with Clubs and long Pikes like them.","Saw a small Island to the Northward, hauled our wind for it, and soon got close in with it.",0,"['12', 'memory', 'lane', '6']",0.596096288
733397,head hunter,None,EN,His barking enables the hunter to follow.,His barking enables the head hunter to follow.,1,empty,empty,"As soon as a dog falls on a fresh track of the raccoon, he gives notice by a cry, and immediately pursues.","The raccoon, which travels slowly, and is soon overtaken, makes for a tree, on which he remains till shot.",0,"['barking', 'enables', 'hunter', 'follow']",0.766213688
891899,ancient history,None,EN,"No sonnet-writer in the past has equalled him, and it is almost inconceivable to imagine any one doing so in the future.","No sonnet-writer ancient history has equalled him, and it is almost inconceivable to imagine any one doing so in the future.",1,empty,empty,"He read some things last night, lines in which almost took my breath away.",None,0,"['sonnetwriter', 'past', 'equalled', 'almost', 'inconceivable', 'imagine', 'one', 'future']",0.849949078
459146,private eye,None,EN,"The private eye was evidently not a little excited; for, self-possessed as he was, he had turned somewhat pale.","The personal eye was evidently not a little excited; for, self-possessed as he was, he had turned somewhat pale.",None,"The detective was evidently not a little excited; for, self-possessed as he was, he had turned somewhat pale.","The personal eye was evidently not a little excited; for, self-possessed as he was, he had turned somewhat pale.","Come, shall it be so?""","He hesitated, handled the bank-notes, and then, all of a sudden, said,-- ""Wait two minutes.""",0,"['private', 'eye', 'evidently', 'little', 'excited', 'selfpossessed', 'turned', 'somewhat', 'pale']",0.901276097
1137810,closed book,None,EN,I am a sort of physician in this closed book case.,I am a sort of physician in this shut book case.,None,I am a sort of physician in this mystery case.,I am a sort of physician in this shut book case.,"""Well, I am in much the same predicament.","The crisis is still far off, and nothing can be said with certainty.",0,"['sort', 'physician', 'closed', 'book', 'case']",0.758243818
735840,top dog,None,EN,He pulled the line gently and the top dog swung promptly to the right.,He pulled the line gently and the best dog swung promptly to the right.,None,He pulled the line gently and the leader swung promptly to the right.,He pulled the line gently and the best dog swung promptly to the right.,A long jerk line ran from the driver's saddle to the bit of the near leader of the eight-mule team.,He pulled steadily and the intelligent animal swung back into the road.,0,"['pulled', 'line', 'gently', 'top', 'dog', 'swung', 'promptly', 'right']",0.661831424
713246,front runner,None,EN,"Cream or fresh butter together with honey, and with or without bread, is a front runner dish with the Arabs.","Cream or fresh butter together with honey, and with or without bread, is a forepart runner dish with the Arabs.",None,"Cream or fresh butter together with honey, and with or without bread, is a favourite dish with the Arabs.","Cream or fresh butter together with honey, and with or without bread, is a forepart runner dish with the Arabs.","Honey is frequently alluded to by the writers of antiquity as food for children; it is not to this, however, as already mentioned, that Isa.",None,0,"['cream', 'fresh', 'butter', 'together', 'honey', 'without', 'bread', 'front', 'runner', 'dish', 'arab']",0.668600271
669919,cloud nine,None,EN,The oppression of Things that had crushed her for so many months had lifted; her being distended in ecstatic repose.,The oppression of Things that had crushed her for so many months had lifted; her being distended in cloud nine repose.,1,empty,empty,"She remained there till dawn, a sweet content singing at her heart.",None,0,"['oppression', 'thing', 'crushed', 'many', 'month', 'lifted', 'distended', 'ecstatic', 'repose']",0.786829277
347497,blue blood,None,EN,You are a noble woman.,You are a blue blood woman.,1,empty,empty,“I have learned by heart that you are his rightful wife.,You go to hear the preacher of vengeance; you will help justice.,0,"['noble', 'woman']",0.72776779
180953,elbow room,None,EN,"In so short a space of time that it shewed Clam's business faculties, she was back again with the coffee smoking hot.","In so short a elbow room of time that it shewed Clam's business faculties, she was back again with the coffee smoking hot.",1,empty,empty,"You can't drink cold coffee neither --"" And away went Clam, coffee-pot in hand.",She made a cup carefully and brought it to her mistress.,0,"['short', 'space', 'time', 'shewed', 'clam', 'business', 'faculty', 'back', 'coffee', 'smoking', 'hot']",0.79582795
752897,role model,None,EN,"And she said, 'Tell that blessed little Betty that she has given me an inspiration for life.","And she said, 'Tell that blessed little Betty that she has given me an role model for life.",1,empty,empty,None,None,0,"['said', 'tell', 'blessed', 'little', 'betty', 'given', 'inspiration', 'life']",0.773693776
857579,head hunter,None,EN,(462) Hunter regarded the achievements of his command as valuable.,(462) Hunter regarded the achievements of his command as valuable.,1,empty,empty,None,None,0,"['462', 'hunter', 'regarded', 'achievement', 'command', 'valuable']",0.816392026
50557,copy cat,None,EN,"Hardly is it permissible to cite the didactic Oppian, with his poem on sin, and the fabulist Babrius, imitator of Aesop in his fables.","Hardly is it permissible to cite the didactic Oppian, with his poem on sin, and the fabulist Babrius, copy cat of Aesop in his fables.",1,empty,empty,POETRY AND ROMANCE.--Greek poetry no longer existed at this period.,"In reparation, the romance was born and the scientific literature was important.",0,"['hardly', 'permissible', 'cite', 'didactic', 'oppian', 'poem', 'sin', 'fabulist', 'babrius', 'imitator', 'aesop', 'fable']",0.675118383
57475,blue blood,None,EN,"""That I would like to, but see, I know you are a distinguished man of noble birth.""","""That I would like to, but see, I know you are a distinguished man of blue blood birth.""",1,empty,empty,It is safe with me.,"""That signifies nothing, Elsje - I am not so proud of that.""",0,"['would', 'like', 'see', 'know', 'distinguished', 'man', 'noble', 'birth']",0.82983814
261832,closed book,None,EN,"That was a great closed book to all--to all, except Pedro.","That was a great shut book to all--to all, except Pedro.",None,"That was a great mystery to all--to all, except Pedro.","That was a great shut book to all--to all, except Pedro.",None,"""You all know what happened last night, and what it means,"" he said.",0,"['great', 'closed', 'book', 'allto', 'except', 'pedro']",0.622841099
608766,memory lane,None,EN,The miseries of the memory lane would soon be forgotten in the great happiness that had come to them.,The miseries of the retention lane would soon be forgotten in the great happiness that had come to them.,None,The miseries of the past would soon be forgotten in the great happiness that had come to them.,The miseries of the retention lane would soon be forgotten in the great happiness that had come to them.,"Joey and his mother were soon installed under the hospitable roof of the deacon, where they found themselves the objects of love and devotion.",None,0,"['misery', 'memory', 'lane', 'would', 'soon', 'forgotten', 'great', 'happiness', 'come']",0.889738041
458678,top dog,None,EN,exclaimed the top dog of their visitors.,exclaimed the best dog of their visitors.,None,exclaimed the leader of their visitors.,exclaimed the best dog of their visitors.,None,"""Where did you leave the Golden Goblet?""",0,"['exclaimed', 'top', 'dog', 'visitor']",0.216506351
458303,ancient history,None,EN,In the past seven years he had become uncomfortably heavy.,In the past seven years he had become uncomfortably heavy.,1,empty,empty,"His liver, kidneys, spleen, pancreas--every organ, in fact--had been overtaxed for some time to keep up the process of digestion and elimination.","His kidneys were weak, and so were the arteries of his brain.",0,"['past', 'seven', 'year', 'become', 'uncomfortably', 'heavy']",0.781801239
323399,private eye,None,EN,"by Robert Lennox 147 Keen Kit; or, The Border Detective Among the Mormons.","by Robert Lennox 147 Keen Kit; or, The Border Detective Among the Mormons.",1,empty,empty,"by Robert Maynard 146 The Black Cross; or, The Mysteries of the Jungle.","by Walter Fenton 148 The Secret Den; or, The Mississippi Pirates.",0,"['robert', 'lennox', '147', 'keen', 'kit', 'border', 'detective', 'among', 'mormon']",0.461016749
395944,private eye,None,EN,"The private eye took it in his hands, and as he did so he muttered: ""Well, I have one satisfaction--I have at least made a _search_.""","The personal eye took it in his hands, and as he did so he muttered: ""Well, I have one satisfaction--I have at least made a _search_.""",None,"The detective took it in his hands, and as he did so he muttered: ""Well, I have one satisfaction--I have at least made a _search_.""","The personal eye took it in his hands, and as he did so he muttered: ""Well, I have one satisfaction--I have at least made a _search_.""","All was returned to the safe but one book, a sort of ledger.",None,0,"['private', 'eye', 'took', 'hand', 'muttered', 'well', 'one', 'satisfactioni', 'least', 'made', 'search']",0.844112783
128441,elbow room,None,EN,"Exigencies of space have, however, compelled the limitation of the present edition to the ""Essays"" usually so-called.","Exigencies of elbow room have, however, compelled the limitation of the present edition to the ""Essays"" usually so-called.",1,empty,empty,None,These have also been reprinted in the chronological arrangement ordinarily followed (see below) in The Temple Classics (5 vols.,0,"['exigency', 'space', 'however', 'compelled', 'limitation', 'present', 'edition', 'essay', 'usually', 'socalled']",0.807343148
562107,blue blood,None,EN,"There was in Mr Lushington’s personal aspect, and noble simplicity of manner and character, something that strongly resembled Tennyson himself.","There was in Mr Lushington’s personal aspect, and blue blood simplicity of manner and character, something that strongly resembled Tennyson himself.",1,empty,empty,None,None,0,"['mr', 'lushington', '’', 'personal', 'aspect', 'noble', 'simplicity', 'manner', 'character', 'something', 'strongly', 'resembled', 'tennyson']",0.824788528
905471,baby blues,None,EN,"Silently, Dummy would remove wrinkled hands from his dull blue eyes and little Ruthie would bubble over with baby chuckles.","Silently, Dummy would remove wrinkled hands from his dull baby blues and little Ruthie would bubble over with baby chuckles.",1,empty,empty,Now he was playing a silent game of peekaboo with the baby.,None,0,"['silently', 'dummy', 'would', 'remove', 'wrinkled', 'hand', 'dull', 'blue', 'eye', 'little', 'ruthie', 'would', 'bubble', 'baby', 'chuckle']",0.75633743
156012,fair play,None,EN,"Even where the fair play of its own singular species was not entirely preserved, it admitted no inferior trees.","Even where the equal game of its own singular species was not entirely preserved, it admitted no inferior trees.",None,"Even where the integrity of its own singular species was not entirely preserved, it admitted no inferior trees.","Even where the equal game of its own singular species was not entirely preserved, it admitted no inferior trees.",It was a peculiarity of the Carquinez Wood that it stood apart and distinct in its gigantic individuality.,None,0,"['even', 'fair', 'play', 'singular', 'specie', 'entirely', 'preserved', 'admitted', 'inferior', 'tree']",0.823165804
1142204,memory lane,None,EN,"As soon as the ball gets memory lane them, it's in touch, and out of play.","As soon as the ball gets retention lane them, it's in touch, and out of play.",None,"As soon as the ball gets past them, it's in touch, and out of play.","As soon as the ball gets retention lane them, it's in touch, and out of play.","""You see this gravel-walk running down all along this side of the playing-ground, and the line of elms opposite on the other?",None,0,"['soon', 'ball', 'get', 'memory', 'lane', 'touch', 'play']",0.805721451
131102,heavy cross,None,EN,"Naturally, the preoccupation of the two Curtises threw the heavy cross of talk upon the others.","Naturally, the preoccupation of the two Curtises threw the weighty cross of talk upon the others.",None,"Naturally, the preoccupation of the two Curtises threw the burden of talk upon the others.","Naturally, the preoccupation of the two Curtises threw the weighty cross of talk upon the others.",His consternation at the sight of Doctor Nelson had been panic!,None,0,"['naturally', 'preoccupation', 'two', 'curtis', 'threw', 'heavy', 'cross', 'talk', 'upon', 'others']",0.769100476
191430,elbow room,None,EN,The muddiest pool will settle if time and elbow room from ill-judged disturbance be given it.,The muddiest pool will settle if time and joint room from ill-judged disturbance be given it.,None,The muddiest pool will settle if time and freedom from ill-judged disturbance be given it.,The muddiest pool will settle if time and joint room from ill-judged disturbance be given it.,"Reconsidered, it appeared the part of prudence to wait a little.","But we, who have known Thomas Jefferson from his beginnings, may be sure that it was the action-thought that triumphed.",0,"['muddiest', 'pool', 'settle', 'time', 'elbow', 'room', 'illjudged', 'disturbance', 'given']",0.651267082
556809,elbow room,None,EN,"true freedom is to share All the chains our brothers wear, And with heart and hand to be Earnest to make others free.","true elbow room is to share All the chains our brothers wear, And with heart and hand to be Earnest to make others free.",1,empty,empty,"2 Is true freedom but to break Fetters for our own dear sake, And with leathern hearts forget That we owe mankind a debt?",None,0,"['true', 'freedom', 'share', 'chain', 'brother', 'wear', 'heart', 'hand', 'earnest', 'make', 'others', 'free']",0.480516333
42448,elbow room,None,EN,"'[FN#238] And she answered, 'Cleanliness and elbow room from impurities.'","'[FN#238] And she answered, 'Cleanliness and joint room from impurities.'",None,"'[FN#238] And she answered, 'Cleanliness and freedom from impurities.'","'[FN#238] And she answered, 'Cleanliness and joint room from impurities.'","So he said to her, 'O damsel, what is the lexicographical meaning of the word wuzou?",None,0,"['fn238', 'answered', 'cleanliness', 'elbow', 'room', 'impurity']",0.78421323
626823,honey trap,None,EN,At that time of my life the task was easy of accomplishment--too easy; and with such a lure as Lola Vergara it was less than a task.,At that time of my life the task was easy of accomplishment--too easy; and with such a honey trap as Lola Vergara it was less than a task.,1,empty,empty,I did not need all this sophistry to satisfy the whisperings of my conscience.,I made no effort to resist the temptation.,0,"['time', 'life', 'task', 'easy', 'accomplishmenttoo', 'easy', 'lure', 'lola', 'vergara', 'le', 'task']",0.691368447
879232,head hunter,None,EN,Then the head hunter realizes that his good angel has deserted him.,Then the brain hunter realizes that his good angel has deserted him.,None,Then the hunter realizes that his good angel has deserted him.,Then the brain hunter realizes that his good angel has deserted him.,"A tear falls from his eye, as spreading wide two white wings, he soars heavenward, leaving behind him a stream of light.","Fearfully he looks towards the dark figure on his left; a shiver of mortal dread shakes every limb, and the sweat of death rises damp upon his face.",0,"['head', 'hunter', 'realizes', 'good', 'angel', 'deserted']",0.816329216
