ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,sentence_1_inferences
582187,number crunching,None,EN,"Not understanding this, Mary let it pass in calculations on the number of possible signatures, which the two ladies undertook to collect.","Not understanding this, Mary let it pass in number crunching on the number of possible signatures, which the two ladies undertook to collect.",1,empty,empty,None,"That is well,' said Flora, as they went away.","['to make a mistake', 'to be a math student', 'to know the truth', 'to make a difference', 'to learn more', 'to be a good citizen', 'satisfied', 'like a failure', 'personx gets a headache', 'loses money', 'stupid', 'dumb']"
857531,head hunter,None,EN,One author advises the hunter that striking a sudden blow near the tail paralyzes the ejecting muscles.,One author advises the head hunter that striking a sudden blow near the tail paralyzes the ejecting muscles.,1,empty,empty,A snare and spring pole are said to insure no bad consequences.,But in the meantime what is the skunk doing?,"['to be a hunter', 'to be in a hurry', 'to kill', 'to be a good hunter', 'to take a break', 'to not be injured', 'accomplished', 'safe', 'personx sweats', 'eats', 'careless', 'curious']"
217361,blood bath,None,EN,"The Parisians who, twenty years earlier, had adopted massacre as a judicious expedient, now adopted revolution.","The Parisians who, twenty years earlier, had adopted blood bath as a judicious expedient, now adopted revolution.",1,empty,empty,"The siege, by intensifying antagonism and passions, had produced new combinations in politics and a wider horizon.",None,"['to buy a gun', 'to learn how to shoot a gun', 'to make a difference', 'to win the race', 'to make a difference', 'to show off', 'accomplished', 'like a good citizen', 'personx is arrested', 'personx gets caught', 'responsible', 'criminal']"
130629,blood bath,None,EN,"Lord Lyttelton charges the poor Florentine with the manifold treasons of the house of Guise, and with the massacre of St. Bartholomew.","Lord Lyttelton charges the poor Florentine with the manifold treasons of the house of Guise, and with the blood bath of St. Bartholomew.",1,empty,empty,None,None,"['to find a place to live', 'to find out what happened to the poor', 'to kill', 'to be a murderer', 'to go to court', 'to find out the truth', 'satisfied', 'relieved', 'personx is arrested', 'goes to prison', 'cruel', 'curious']"
398281,grandfather clock,None,EN,The clock of the abbey was marking the half-hour after eleven as the cab passed into Parliament Square.,The grandfather clock of the abbey was marking the half-hour after eleven as the cab passed into Parliament Square.,1,empty,empty,None,In another minute they drew up before the convent in Abbey Gardens.,"['to drive to the abbey', 'drive to the building', 'to see the clock', 'to see the sunset', 'to go home', 'to go to the station', 'happy', 'lonely', 'personx gets tired', 'person x goes home', 'responsible', 'interested']"
274271,grandfather clock,None,EN,I give the story as transcribed from the original manuscript:-- The clock was bequeathed to me by an old friend who had recently died.,I give the story as transcribed from the original manuscript:-- The grandfather clock was bequeathed to me by an old friend who had recently died.,1,empty,empty,Something like the experience of Louis the Fourteenth was that of the owner of THE TERRIBLE CLOCK.,His mind had been a good deal disordered in the later period of his life.,"['to find me', 'to find a copy', 'to share', 'to tell a good story', 'to write a story', 'to tell everyone about it', 'accomplished', 'content', 'writes', 'is thanked', 'lucky', 'lonely']"
879569,front runner,None,EN,"The favourite nesting-place of the Golden Plover is on the dreary mountain wilds of the North of England, Scotland, and Ireland.","The front runner nesting-place of the Golden Plover is on the dreary mountain wilds of the North of England, Scotland, and Ireland.",1,empty,empty,None,None,"['to go to the mountain', 'go to the mountain', 'to enjoy', 'to eat', 'to enjoy', 'to go to the beach', 'happy', 'lonely', 'eats', 'sees a new place to live', 'happy', 'free']"
912685,elbow room,None,EN,"In moving about each truck carried not only the light and power unit and accessories, but provided space for the crew and their equipment.","In moving about each truck carried not only the light and power unit and accessories, but provided elbow room for the crew and their equipment.",1,empty,empty,"For generating power for the lights, motor trucks were equipped with electric generators operated by the crank-shaft of the truck engine.",None,"['to go to the store', 'to move', 'to have a good time', 'to enjoy the truck', 'to move the truck', 'to make sure the truck is in good working order', 'accomplished', 'happy .', 'personx moves', 'personx gets tired', 'responsible', 'lucky']"
80740,glass ceiling,None,EN,What imaginary glass ceiling could stand before the combined forces of love and gratitude?,What imaginary mirror ceiling could stand before the combined forces of love and gratitude?,None,What imaginary barrier could stand before the combined forces of love and gratitude?,What imaginary mirror ceiling could stand before the combined forces of love and gratitude?,Surely her scruples would pass when I should bring her father to her.,The rescue of her father must not be longer deferred.,"['to know about it', 'to find a glass', 'to be loved', 'to be a good person', 'to make a difference', 'to show off his skills', 'happy', 'relieved', 'personx gets a headache', 'personx smiles', 'happy', 'wishful']"
1129094,blue blood,None,EN,"Barine might assure herself that he, who was the peer of any Macedonian blue blood in the city, would have done this for no one else.","Barine might assure herself that he, who was the peer of any Macedonian azure lifeblood in the city, would have done this for no one else.",None,"Barine might assure herself that he, who was the peer of any Macedonian noble in the city, would have done this for no one else.","Barine might assure herself that he, who was the peer of any Macedonian azure lifeblood in the city, would have done this for no one else.",None,She felt as if the act had ransomed her.,"['to make a mistake', 'to have a reason to do so', 'to be the best', 'to have a good life', 'to prove himself', 'to prove his point', 'proud', 'like a good man', 'blushes', 'thinks', 'proud', 'smart']"
152624,small fry,None,EN,From the small fry reed flows the sweetest of juices;--from the bending vine springs the most delightful drink of the earth.,From the little fry reed flows the sweetest of juices;--from the bending vine springs the most delightful drink of the earth.,None,From the insignificant reed flows the sweetest of juices;--from the bending vine springs the most delightful drink of the earth.,From the little fry reed flows the sweetest of juices;--from the bending vine springs the most delightful drink of the earth.,"Despair not, ye forsaken; bear--be patient,--and strive.",None,"['to eat', 'to find a place to eat', 'to taste it', 'to taste the sweet taste of the earth', 'to taste it', 'to taste the sweetest of flavors', 'satisfied', 'lucky', 'eats', 'eats food', 'hungry', 'eager']"
926077,melting pot,None,EN,"Heat all in a buttered frying-pan, stirring until smoking hot; then let the mixture stand just long enough to brown slightly on the under-side.","Heat all in a buttered frying-pan, stirring until smoking hot; then let the melting pot stand just long enough to brown slightly on the under-side.",1,empty,empty,"Chop cold boiled cabbage, and drain very dry, stirring in a little melted butter, pepper, and salt, with three or four tablespoonfuls of cream.",It is improved by the addition of a couple of beaten eggs.,"['to cook', 'to boil', 'to cook', 'to cool off', 'to cook', 'to put the pan in the oven', 'satisfied', 'stuffed', 'cooks', 'person x eats', 'hungry', 'cooking']"
263976,double cross,None,EN,"I can do so only by a double cross of his confederates, and a disclosure of all their plans and devices as revealed to me by my brother.""","I can do so only by a two cross-mark of his confederates, and a disclosure of all their plans and devices as revealed to me by my brother.""",None,"I can do so only by a betrayal of his confederates, and a disclosure of all their plans and devices as revealed to me by my brother.""","I can do so only by a two cross-mark of his confederates, and a disclosure of all their plans and devices as revealed to me by my brother.""",I wish to save him.,Oscar was amazed in spite of his inurement to surprises.,"['to find me', 'to find out about my brother', 'to know the truth', 'to have a good time', 'to make a plan', 'to tell everyone about it', 'accomplished', 'like a good friend', 'personx gets caught', 'makes a plan', 'curious', 'confused']"
450017,smoke screen,None,EN,But even then he appears to have found distraction from his grief by a dry tract upon the Attic revenue.,But even then he appears to have found smoke screen from his grief by a dry tract upon the Attic revenue.,1,empty,empty,According to good authority he only survived this blow a couple of years.,Such is the general outline which we shall fill up and color from allusions throughout his varied and manifold writings.,"['to make a mistake', 'to find out what happened', 'to forget', 'to have a better life', 'to feel better', 'to go to sleep', 'satisfied', 'satiated', 'personx cries', 'gets stressed', 'lazy', 'stupid']"
477249,elbow room,None,EN,"The space now occupied by the new dining-room overlooking Waterloo Street was, as far as I can remember, taken up by private suites.","The elbow room now occupied by the new dining-room overlooking Waterloo Street was, as far as I can remember, taken up by private suites.",1,empty,empty,"There used to be a billiard table in the room oft the Mr. g-room in the north-west corner, and the two others adjoining were utilised as lounges.",None,"['to go to the restaurant', 'to open the door', 'to enjoy', 'to have space', 'to enjoy', 'to enjoy the place', 'happy', 'lucky', 'personx gets a promotion', 'personx gets a commission', 'content', 'daring']"
927545,blue blood,None,EN,"Let him have comely face, And be of slender mould: Be lithely built, of noble birth; a youth, The choicest thou canst find.","Let him have comely face, And be of slender mould: Be lithely built, of blue blood birth; a youth, The choicest thou canst find.",1,empty,empty,"Then Nimrod said: “I would you ugly stain Were wiped away; and thou, my chamberlain, Obtain for me a stripling, to replace This petty fool.",None,"['to be born', 'to see a man', 'to be a man', 'to be a better person', 'to show off', 'to be tall', 'satisfied', 'stupid', 'looks younger', 'looks at personx', 'proud', 'beautiful']"
430132,grandfather clock,None,EN,"[Sidenote: Released] The grandfather clock ticked loudly in the hall, the canary hopped noisily about his cage and chirped shrilly.","[Sidenote: Released] The granddad clock ticked loudly in the hall, the canary hopped noisily about his cage and chirped shrilly.",None,"[Sidenote: Released] The clock ticked loudly in the hall, the canary hopped noisily about his cage and chirped shrilly.","[Sidenote: Released] The granddad clock ticked loudly in the hall, the canary hopped noisily about his cage and chirped shrilly.","You have no right to keep me chained up here!""",A passing breeze came through the open window and tinkled the prisms that hung from the chandelier.,"['to open the door', 'to hear the clock ticking', 'to be heard', 'to not be heard', 'to go home', 'to find out what happened', 'happy', 'stupid', 'personx sweats from nervousness', 'goes to jail', 'curious', 'daring']"
90006,melting pot,None,EN,The account which she sent her brother of the interview shows with what a melting pot of feelings she had been agitated.,The account which she sent her brother of the interview shows with what a unfrozen pot of feelings she had been agitated.,None,The account which she sent her brother of the interview shows with what a mixture of feelings she had been agitated.,The account which she sent her brother of the interview shows with what a unfrozen pot of feelings she had been agitated.,"Cloud for change of air, on the 3d of July she, accompanied by the king, received him in the garden of that palace.",None,"['to make a mistake', 'to go to the party', 'to be heard', 'to have a conversation', 'to be heard', 'to make a difference', 'satisfied', 'stressed', 'personx gets a new job', 'personx gets a headache', 'angry', 'lonely']"
969315,baby blues,None,EN,"One young girl with roguish blue eyes sauntered up to a thin, neatly dressed elderly man, who was watching the group with a friendly smile.","One young girl with roguish baby blues sauntered up to a thin, neatly dressed elderly man, who was watching the group with a friendly smile.",1,empty,empty,None,"""Have yer called on the new people yet, Mr. Allworth?","['to meet the man', 'to walk to the group', 'to have a good time', 'to see the group', 'to have a good time', 'to show off', 'happy', 'stupid', 'smiles', 'personx sweats from nervousness', 'friendly', 'silly']"
460704,small fry,None,EN,"What is the small fry service that I rendered her, when compared with that which I should solicit from her?""","What is the little fry service that I rendered her, when compared with that which I should solicit from her?""",None,"What is the insignificant service that I rendered her, when compared with that which I should solicit from her?""","What is the little fry service that I rendered her, when compared with that which I should solicit from her?""",What right have I to do so?,"""Do you imagine then, Agricola, that a generous spirit measures the services which ought to be rendered, by those previously received?","['to call me', 'to go to the market', 'to make a difference', 'to make her feel comfortable', 'to make a difference', 'to make her feel good', 'helpful', 'like a good friend', 'gets rejected', 'personx gets a raise', 'helpful', 'caring']"
957426,grandfather clock,None,EN,"To be sure the wheels even of a grandfather clock grind a bit with friction at times, but the grandfather clock goes on keeping time for all that.","To be sure the wheels even of a granddad clock grind a bit with friction at times, but the granddad clock goes on keeping time for all that.",None,"To be sure the wheels even of a clock grind a bit with friction at times, but the clock goes on keeping time for all that.","To be sure the wheels even of a granddad clock grind a bit with friction at times, but the granddad clock goes on keeping time for all that.",The official machinery of this private government strip also seems to run like clockwork.,The Canal Zone is the best governed district in the United States.,"['to go to the store', 'to be a grandfather clock', 'to know the time', 'to have a clock', 'to know the time', 'to be sure the clock is accurate', 'happy', 'like a winner', 'smiles', 'personx gets a new clock', 'responsible', 'helpful']"
304313,grandfather clock,None,EN,"""He's very late,"" observed Thomson, moving uneasily, and glancing at the clock as the moment of departure drew near.","""He's very late,"" observed Thomson, moving uneasily, and glancing at the grandfather clock as the moment of departure drew near.",1,empty,empty,"It is black leather but very strong, with an unusually thick flat handle.""","Mr Sharp observed the consulting party, and sauntered idly towards them, but they were about as sharp as himself, in practice if not in name.","['to make a mistake', 'to be in a hurry', 'to leave', 'to go to sleep', 'to go to bed', 'to hurry up and get ready', 'happy', 'sad', 'falls asleep', 'personx sweats', 'lazy', 'bored']"
131400,melting pot,None,EN,A mass of the crimson variety would produce a rich glow of color infinitely finer than a melting pot of undecided hues.,A mass of the crimson variety would produce a rich glow of color infinitely finer than a unfrozen pot of undecided hues.,None,A mass of the crimson variety would produce a rich glow of color infinitely finer than a mixture of undecided hues.,A mass of the crimson variety would produce a rich glow of color infinitely finer than a unfrozen pot of undecided hues.,None,None,"['to make a mistake', 'to know how to use it', 'to make a difference', 'to be a good citizen', 'to make a difference', 'to find a solution', 'accomplished', 'satiated', 'makes a mistake', 'becomes a scientist', 'lucky', 'intrigued']"
272930,blood bath,None,EN,That decision has already borne fruit--the blood bath at Danville.,That decision has already borne fruit--the sanguine fluid bath at Danville.,None,That decision has already borne fruit--the massacre at Danville.,That decision has already borne fruit--the sanguine fluid bath at Danville.,The decision of the Supreme Court denies the protection of the Nation to the citizens of the Nation.,"The protection of the Nation having been withdrawn, the colored man was left to the mercy of local prejudices and hatreds.","['go to the hospital', 'to have a baby', 'to have fun', 'to be a good friend', 'to take a break', 'to have a baby', 'happy', 'satiated', 'personx is arrested', 'goes to hospital', 'responsible', 'curious']"
368112,blue blood,None,EN,"It was a name not uncommon in the Roman States, but I had never heard it linked to a blue blood family.","It was a name not uncommon in the Roman States, but I had never heard it linked to a azure lifeblood family.",None,"It was a name not uncommon in the Roman States, but I had never heard it linked to a noble family.","It was a name not uncommon in the Roman States, but I had never heard it linked to a azure lifeblood family.",Her name ran in my head with a tantalizing flavour of the familiar.,"And yet I had somehow, somewhere; and in the vain effort at recollection I had almost forgotten my hunger.","['to learn about it', 'to have heard about it', 'to learn more', 'to be related', 'to learn more', 'to find out the truth', 'happy', 'satiated', 'blushes', 'goes to court', 'curious', 'lost']"
769824,number crunching,None,EN,He computes by astrological number crunching the depth at which water will be found when a cultivator wishes to dig a well.,He computes by astrological crunching the depth at which water will be found when a cultivator wishes to dig a well.,None,He computes by astrological calculations the depth at which water will be found when a cultivator wishes to dig a well.,He computes by astrological crunching the depth at which water will be found when a cultivator wishes to dig a well.,None,"He also practises palmistry, classifying the whorls of the fingers into two patterns, called the Shank or conch-shell and Chakra or discus of Vishnu.","['to know the number', 'go to the market', 'to know the number', 'to be a good citizen', 'to know the number', 'to find out what the number crunching means', 'accomplished', 'like a scientist', 'thinks', 'personx gets a good job', 'determined', 'prepared']"
356768,glass ceiling,None,EN,"When that time arrives, will our friend's continued absence be still a glass ceiling to the gratification of our wishes?","When that time arrives, will our friend's continued absence be still a mirror ceiling to the gratification of our wishes?",None,"When that time arrives, will our friend's continued absence be still a barrier to the gratification of our wishes?","When that time arrives, will our friend's continued absence be still a mirror ceiling to the gratification of our wishes?","Vice-Chancellor Jameson's health, too, will probably ere long lead to his retirement.",None,"['to make a wish', 'to be in a relationship', 'to have a good time', 'to spend time with our friend', 'to be left alone', 'to go to the party', 'happy', 'loved', 'personx cries', 'is asked to leave', 'happy', 'hungry']"
683264,elbow room,None,EN,"Other advantages have been claimed, but in many instances the gains have resulted from more elbow room rather than from the actual shift.","Other advantages have been claimed, but in many instances the gains have resulted from more joint room rather than from the actual shift.",None,"Other advantages have been claimed, but in many instances the gains have resulted from more space rather than from the actual shift.","Other advantages have been claimed, but in many instances the gains have resulted from more joint room rather than from the actual shift.",None,Transplanting checks growth through breakage and disturbance of the root system.,"['to work hard', 'to make a mistake', 'to be successful', 'to get a better job', 'to be successful', 'to work out more', 'accomplished', 'lucky', 'personx sweats from nervousness', 'personx sweats from nerves', 'responsible', 'lucky']"
625267,heavy cross,None,EN,"Mrs. Thomson sighed as if the burden of her magnificence irked her, then: ""How d'ye think the evening's goin'?""","Mrs. Thomson sighed as if the heavy cross of her magnificence irked her, then: ""How d'ye think the evening's goin'?""",1,empty,empty,"""Mrs. Thomson,"" she said solemnly, ""it's _chaste_!""","""Very pleasant,"" Miss Hendry whispered back, ""What about a game?""","['to go to bed', 'to have a good night', 'to have a good time', 'to make a difference', 'to go to bed', 'to get away', 'satisfied', 'stupid', 'goes to bed', 'personx gets into trouble', 'annoyed', 'dumb']"
1062068,blue blood,None,EN,"""Oh, surely, my blue blood cousin will be no recreant in this cause, the cause of our own so exalted lineage.""","""Oh, surely, my azure lifeblood cousin will be no recreant in this cause, the cause of our own so exalted lineage.""",None,"""Oh, surely, my noble cousin will be no recreant in this cause, the cause of our own so exalted lineage.""","""Oh, surely, my azure lifeblood cousin will be no recreant in this cause, the cause of our own so exalted lineage.""",The duchess answered for him.,None,"['to be born', 'to find out about it', 'to be a hero', 'to show off', 'to make a difference', 'to prove his point', 'happy', 'like a failure', 'smiles', 'becomes a person', 'proud', 'determined']"
399430,blue blood,None,EN,And every one who knew her in Brussels spoke of her with that unvarying term of respect which her blue blood character inspired.,And every one who knew her in Brussels spoke of her with that unvarying term of respect which her azure lifeblood character inspired.,None,And every one who knew her in Brussels spoke of her with that unvarying term of respect which her noble character inspired.,And every one who knew her in Brussels spoke of her with that unvarying term of respect which her azure lifeblood character inspired.,"In her training-school she showed great executive ability, was firm in matters of discipline, and brought it to a high state of efficiency.",[Sidenote: Mr. Whitlock engages a defender.],"['to know her', 'to be a person', 'to be loved', 'to be a better person', 'to be loved', 'to show off her blue blood', 'proud', 'relieved', 'blushes', 'personx gets into trouble', 'proud', 'open']"
560896,grandfather clock,None,EN,Yet Brinton was sure that he was causing the old grandfather clock to tick off its seconds at a considerably livelier gait than usual.,Yet Brinton was sure that he was causing the old granddad clock to tick off its seconds at a considerably livelier gait than usual.,None,Yet Brinton was sure that he was causing the old clock to tick off its seconds at a considerably livelier gait than usual.,Yet Brinton was sure that he was causing the old granddad clock to tick off its seconds at a considerably livelier gait than usual.,"At any rate, the soldiers appeared to notice nothing different.","Half past four came almost before he knew it, but by five o'clock Brinton began to realize that he was very, very tired.","['to know how to do it', 'to be in a hurry', 'to be the best', 'to be a good grandfather', 'to take a break', 'to go to the store', 'happy', 'stupid', 'smiles', 'personx gets sick', 'lucky', 'lazy']"
257501,head hunter,None,EN,"It is the last desperate struggle of a wounded beast, and in these struggles sometimes the hunter perishes.","It is the last desperate struggle of a wounded beast, and in these struggles sometimes the head hunter perishes.",1,empty,empty,"Because they are staking everything,' Blenkiron replied.",We've got a wasting margin and every extra ounce of weight's going to tell.,"['to be a hunter', 'to find a place to hide', 'to survive', 'to escape', 'to find a way out', 'to be the best', 'defeated', 'stupid', 'personx is defeated', 'personx loses their way', 'lucky', 'curious']"
110518,heavy cross,None,EN,No one appreciating the blessings of a republican government can object to his share of the heavy cross which such a plan may impose.,No one appreciating the blessings of a republican government can object to his share of the weighty cross which such a plan may impose.,None,No one appreciating the blessings of a republican government can object to his share of the burden which such a plan may impose.,No one appreciating the blessings of a republican government can object to his share of the weighty cross which such a plan may impose.,The object is certainly worth the experiment and worth the expense.,None,"['to be a republican', 'to find out about the plan', 'to make a difference', 'to have a better life', 'to make a difference', 'to not be affected', 'happy', 'disappointed', 'goes to jail', 'personx gets a headache', 'stupid', 'annoying']"
218100,melting pot,None,EN,"The text uses a melting pot of italics, boldface, enlarged type, and underlining.","The text uses a unfrozen pot of italics, boldface, enlarged type, and underlining.",None,"The text uses a mixture of italics, boldface, enlarged type, and underlining.","The text uses a unfrozen pot of italics, boldface, enlarged type, and underlining.","Footnotes: {0a} Second edition, pp.","They are represented here by _lines_ for ordinary emphasis (generally italics), +marks+ for added emphasis (generally bold).","['to read', 'to read the book', 'to be bold', 'to make a good impression', 'to make a mistake', 'to make a copy', 'accomplished', 'helpful', 'becomes bold', 'understands', 'embarrassed', 'overweight']"
538293,melting pot,None,EN,"""One part of management in husbands lies in a judicious mixture of good-humor, attention, flattery, and compliments.""","""One part of management in husbands lies in a judicious melting pot of good-humor, attention, flattery, and compliments.""",1,empty,empty,"Rosy, posy, pinky, honey, pepper_mint_, and sugar-plummy!",None,"['to be a good person', 'to be a good listener', 'to be liked', 'to be a good man', 'to be liked', 'to be a good man', 'satisfied', 'good', 'gets promoted', 'personx is admired', 'lucky', 'intellectual']"
360953,role model,None,EN,To future generations of Canadian youth the career of Dr. Ryerson shall be an inspiration and encouragement.,To future generations of Canadian youth the career of Dr. Ryerson shall be an role model and encouragement.,1,empty,empty,"His imperishable monument, it is true, is the school system which he devised.",None,"['to work hard', 'to learn how to be a doctor', 'to learn more', 'to become a better person', 'to learn more', 'to learn more about life', 'proud', 'like a hero', 'becomes famous', 'personx gets a degree', 'inspired', 'successful']"
884360,baby blues,None,EN,"Marie von Arnim stood in the doorway, pale but composed, her large baby blues fastened with an imploring expression on Schiller's countenance.","Marie von Arnim stood in the doorway, pale but composed, her large depression fastened with an imploring expression on Schiller's countenance.",None,"Marie von Arnim stood in the doorway, pale but composed, her large blue eyes fastened with an imploring expression on Schiller's countenance.","Marie von Arnim stood in the doorway, pale but composed, her large depression fastened with an imploring expression on Schiller's countenance.","But he suddenly recoiled, and uttered a cry of dismay, as though he had seen a ghost.",None,"['to have a baby', 'to go to the office', 'to be loved', 'to know the truth', 'to be heard', 'to say goodbye', 'happy', 'like a hero', 'smiles', 'goes to sleep', 'proud', 'determined']"
81000,blue blood,None,EN,"""I have heard, mistress, of a great blue blood who wore fool's motley that he might the better stand between his King and danger.","""I have heard, mistress, of a great azure lifeblood who wore fool's motley that he might the better stand between his King and danger.",None,"""I have heard, mistress, of a great noble who wore fool's motley that he might the better stand between his King and danger.","""I have heard, mistress, of a great azure lifeblood who wore fool's motley that he might the better stand between his King and danger.","But consider, might there not be some great purpose for a man taking to the road?""",I have heard of one who lay bound in chains for years that his friend might be saved.,"['to know the truth', 'to find out about the blue blood', 'to make a difference', 'to win the race', 'to have a good time', 'to show off', 'happy', 'stupid', 'goes to jail', 'makes a mistake', 'capable', 'dumb']"
36607,glass ceiling,None,EN,It is odd that any intelligent person should suppose that distance is an effectual barrier against an aroused and organized Asia.,It is odd that any intelligent person should suppose that distance is an effectual glass ceiling against an aroused and organized Asia.,1,empty,empty,None,"It is no farther from China to Europe than from Europe to China, and Europe has not found the distance a barrier to its designs on China.","['to know about it', 'to think of something to do', 'to be alone', 'to not be bothered', 'to learn more', 'to find a way out', 'happy', 'attracted', 'personx gets into trouble', 'is ignored', 'unintelligent', 'lazy']"
354867,blood bath,None,EN,Bedloe swore to the existence of a plot for the landing of a Catholic army and a general massacre of the Protestants.,Bedloe swore to the existence of a plot for the landing of a Catholic army and a general blood bath of the Protestants.,1,empty,empty,The two informers were pressed forward by an infamous rivalry to stranger and stranger revelations.,Oates capped the revelations of Bedloe by charging the queen herself at the bar of the Lords with knowledge of the plot to murder her husband.,"['to make a plan', 'to find out about it', 'to make a difference', 'to not be caught', 'to make a plan', 'to find a way out', 'happy', 'like a good citizen', 'personx is arrested', 'goes to court', 'evil', 'indecisive']"
1060396,melting pot,None,EN,"Then add the boiling water, and, after that, the remaining syrup; taking care to keep the melting pot constantly agitated during the process.","Then add the boiling water, and, after that, the remaining syrup; taking care to keep the unfrozen pot constantly agitated during the process.",None,"Then add the boiling water, and, after that, the remaining syrup; taking care to keep the mixture constantly agitated during the process.","Then add the boiling water, and, after that, the remaining syrup; taking care to keep the unfrozen pot constantly agitated during the process.","(If the oil contains a large proportion of insoluble matter, it may be well to use rather less than 1 quart of syrup in the first place.)","Lastly, add the acid, and ginger tincture according to taste, or the requirements of the public analyst.","['to boil', 'to know how to cook', 'to cook', 'to taste the food', 'to cook', 'to taste it', 'satisfied', 'content', 'eats', 'person x eats', 'hungry', 'satisfied']"
945885,grandfather clock,None,EN,"The hours went one by one, and the striking of a clock filled them each time with a mysterious apprehension.","The hours went one by one, and the striking of a grandfather clock filled them each time with a mysterious apprehension.",1,empty,empty,They were faint now with want of food.,"The lights in the village were put out little by little, and everybody slept.","['to work hard', 'to be a worker', 'to know the time', 'to know the answer', 'to learn more', 'to find out why', 'accomplished', 'stressed', 'personx sweats from nervousness', 'wonders what time it is', 'curious', 'confused']"
780244,melting pot,None,EN,"Presently he poured the contents of another pail into the first, then dumped a bag of sugar into the melting pot which he stirred vigorously.","Presently he poured the contents of another pail into the first, then dumped a bag of sugar into the unfrozen pot which he stirred vigorously.",None,"Presently he poured the contents of another pail into the first, then dumped a bag of sugar into the mixture which he stirred vigorously.","Presently he poured the contents of another pail into the first, then dumped a bag of sugar into the unfrozen pot which he stirred vigorously.",He was busy squeezing lemons into a pail.,"""Here, Morrison; don't drink that rotten water; drink this,"" he shouted and filled a glass from the pail.","['to pour the contents of the pail', 'to make a pot', 'to eat', 'to taste the sweet taste', 'to eat', 'to pour the sugar', 'accomplished', 'stupid', 'eats', 'becomes full', 'hungry', 'stupid']"
110677,heavy cross,None,EN,"The man of conscience, who cares for the bodies of his kind, bears almost as heavy a burden as he who cares for their souls.","The man of conscience, who cares for the bodies of his kind, bears almost as heavy a heavy cross as he who cares for their souls.",1,empty,empty,None,None,"['to be a man', 'to be a good citizen', 'to be loved', 'to have a good life', 'to be a good person', 'to live a good life', 'satisfied', 'like a good person', 'goes to jail', 'personx bears a heavy burden', 'responsible', 'heartless']"
70404,brass ring,None,EN,"At six he celebrated his first school brass ring with an illustrated letter, two portraits and a mannikin surmounting the text.","At six he celebrated his first school metal ring with an illustrated letter, two portraits and a mannikin surmounting the text.",None,"At six he celebrated his first school prize with an illustrated letter, two portraits and a mannikin surmounting the text.","At six he celebrated his first school metal ring with an illustrated letter, two portraits and a mannikin surmounting the text.",None,"[Footnote: See his life by Blanch Roosevelt, Sampson Low & Co. 1885; also the French translation of the same, 1886.]","['to buy a ring', 'to find out where he is', 'to show off', 'to learn more', 'celebrate', 'to go to school', 'happy', 'glad', 'smiles', 'thinks', 'happy', 'fun']"
990049,melting pot,None,EN,"They thrive well in a mixture of peat, loam, and sand, with good drainage.","They thrive well in a melting pot of peat, loam, and sand, with good drainage.",1,empty,empty,"Leaves simple, amplexicaul, alternate, exstipulate, pungent.","Cuttings, half-ripened, obtained in April, will root freely in sandy soil if placed under a bell glass, in a cool house.","['to plant seeds', 'to go to the water', 'to have a good life', 'to clean up the mess', 'to have a garden', 'to make a difference', 'satisfied', 'stupid', 'personx gets dirty', 'cleans up', 'responsible', 'lazy']"
429974,number crunching,None,EN,Ireland was a considerable item in the number crunching of the Opposition.,Ireland was a considerable item in the crunching of the Opposition.,None,Ireland was a considerable item in the calculations of the Opposition.,Ireland was a considerable item in the crunching of the Opposition.,None,"""The Prince and the Opposition,"" writes Lord Bulkeley, ""have great hopes of a riot in their favour in the Parliament of Ireland.""","['to make a decision', 'to go to the market', 'to make a difference', 'to show off', 'to make a difference', 'to be the best', 'proud', 'like a failure', 'personx gets caught', 'thinks', 'lucky', 'unlucky']"
1139231,grandfather clock,None,EN,When clock strikes twelve future wife or husband of one who is to be married first will enter and lay hand on cake marked with name.,When grandfather clock strikes twelve future wife or husband of one who is to be married first will enter and lay hand on cake marked with name.,1,empty,empty,"This is done before eleven p.m., and between that time and midnight each one must turn cake once.",Throughout whole proceeding not a word is spoken.,"['to be married', 'to go to the restaurant', 'to marry', 'to have a good time', 'to marry', 'to marry first', 'happy', 'blessed', 'personx gets married', 'eats cake', 'lucky', 'daring']"
598695,head hunter,None,EN,"The Indians now noticed that he had recovered consciousness, and one of them rode closer and said sharply: ""White hunter boy must keep still.","The Indians now noticed that he had recovered consciousness, and one of them rode closer and said sharply: ""White head hunter boy must keep still.",1,empty,empty,"""They can't do any more than shoot me if I try to escape, and even that will be better than to be burnt at the stake.""","If yell will strike him!""","['to be a hunter', 'to approach the target', 'to stay still', 'to keep his distance', 'to take a break', 'to see the world', 'accomplished', 'like a winner', 'personx sweats', 'thinks', 'aggressive', 'satisfied']"
999620,heavy cross,None,EN,"He caught her in his strong arms and bore her away, carrying his heavy cross as easily as though he trod on air.","He caught her in his strong arms and bore her away, carrying his weighty cross as easily as though he trod on air.",None,"He caught her in his strong arms and bore her away, carrying his burden as easily as though he trod on air.","He caught her in his strong arms and bore her away, carrying his weighty cross as easily as though he trod on air.",None,In the morning Ilya woke with trouble in his heart.,"['to find her', 'to have a gun', 'to hurt her', 'to be the best', 'to get away', 'to make her feel better', 'happy', 'like a winner', 'smiles', 'gets hurt', 'reckless', 'attentive']"
