ID,MWE1,MWE2,Language,sentence_1,sentence_2,sentence_previous,sentence_next,sim,alternative_1,alternative_2
20433,head hunter,None,EN,"to go to the shore,to go to the beach,to be heard,to see the land,to take a break,to find a place to swim,accomplished,like a good hunter,sweats,personx gets tired,silent,happy[SEP]and taking up a paddle, the noble old hunter pulled steadily for the Kentucky shore in silence, followed by the other boats in the same manner.","to go to the shore,to go to the beach,to be heard,to see the land,to take a break,to find a place to swim,accomplished,like a good hunter,sweats,personx gets tired,silent,happy[SEP]and taking up a paddle, the noble old head hunter pulled steadily for the Kentucky shore in silence, followed by the other boats in the same manner.","There they landed, placed the canoes in safety, in case they should again be needed, rekindled their fire, and encamped for the night.","""They did their duties--they have gone--God rest their souls, and give peace to their bones!""",1,empty,empty
584555,fair play,None,EN,"to make a mistake,to know how to do it,to be a good employee,to have a good employee,to keep their job,to have a good employee,accomplished,independent,personx is respected,personx is investigated,responsible,curious[SEP]Both the bank and the express company stoutly maintained the integrity of its own employees.","to make a mistake,to know how to do it,to be a good employee,to have a good employee,to keep their job,to have a good employee,accomplished,independent,personx is respected,personx is investigated,responsible,curious[SEP]Both the bank and the express company stoutly maintained the fair play of its own employees.",An examination of the bogus package disclosed some points of significance.,,1,empty,empty
511944,elbow room,None,EN,"to go to the store,to be in charge,to keep clean,to be a good man,to keep clean,to show off his skills,accomplished,like a good man,gets dirty,goes to court,responsible,selfish[SEP]He has direct charge of the cloakrooms, and must see that they are kept neat and clean, and that each individual has a certain elbow room allotted.","to go to the store,to be in charge,to keep clean,to be a good man,to keep clean,to show off his skills,accomplished,like a good man,gets dirty,goes to court,responsible,selfish[SEP]He has direct charge of the cloakrooms, and must see that they are kept neat and clean, and that each individual has a certain joint room allotted.","He should be on duty early and late, and should see that every one registers their time in passing in and out.",,None,"to go to the store,to be in charge,to keep clean,to be a good man,to keep clean,to show off his skills,accomplished,like a good man,gets dirty,goes to court,responsible,selfish[SEP]He has direct charge of the cloakrooms, and must see that they are kept neat and clean, and that each individual has a certain space allotted.","to go to the store,to be in charge,to keep clean,to be a good man,to keep clean,to show off his skills,accomplished,like a good man,gets dirty,goes to court,responsible,selfish[SEP]He has direct charge of the cloakrooms, and must see that they are kept neat and clean, and that each individual has a certain joint room allotted."
78780,melting pot,None,EN,"to make a recipe,to find a recipe,to cook,to clean up the mess,to cook,to make a batch,accomplished,bad,personx is arrested,makes a mistake,responsible,curious[SEP]If such conditions cannot be met, it is advisable to pasteurize the modified-milk melting pot after the materials have been put together.","to make a recipe,to find a recipe,to cook,to clean up the mess,to cook,to make a batch,accomplished,bad,personx is arrested,makes a mistake,responsible,curious[SEP]If such conditions cannot be met, it is advisable to pasteurize the modified-milk unfrozen pot after the materials have been put together.","Besides milk that is commonly sold by dairymen and milk dealers, it is possible to buy in the market many grades of so-called PRESERVED MILK.",,None,"to make a recipe,to find a recipe,to cook,to clean up the mess,to cook,to make a batch,accomplished,bad,personx is arrested,makes a mistake,responsible,curious[SEP]If such conditions cannot be met, it is advisable to pasteurize the modified-milk mixture after the materials have been put together.","to make a recipe,to find a recipe,to cook,to clean up the mess,to cook,to make a batch,accomplished,bad,personx is arrested,makes a mistake,responsible,curious[SEP]If such conditions cannot be met, it is advisable to pasteurize the modified-milk unfrozen pot after the materials have been put together."
942933,elbow room,None,EN,"to buy a car,to go to the opera,to have a good time,to have a better life,to have a good time,to have a good life,happy,stressed,goes to jail,goes to bed,dreamer,stupid[SEP]Sometimes she longed for the freedom and lack-care of her Dresden garret, her musician friends, the studios, the crash and glitter of the opera.","to buy a car,to go to the opera,to have a good time,to have a better life,to have a good time,to have a good life,happy,stressed,goes to jail,goes to bed,dreamer,stupid[SEP]Sometimes she longed for the elbow room and lack-care of her Dresden garret, her musician friends, the studios, the crash and glitter of the opera.",,"And was she happy with all this grandeur, with all these lackeys and attentions and environs?",1,empty,empty
844497,brass ring,None,EN,"to go to the casino,to go to the lottery,to win,to gamble,to win the lottery,to buy a ticket,happy,determined,loses money,wins the race,lucky,curious[SEP]Why, that feller could grab the first prize in the Havana lottery if he ever wanted to go down to Cuba and take a chance.","to go to the casino,to go to the lottery,to win,to gamble,to win the lottery,to buy a ticket,happy,determined,loses money,wins the race,lucky,curious[SEP]Why, that feller could grab the first brass ring in the Havana lottery if he ever wanted to go down to Cuba and take a chance.","He can sure do anything!""","What a circus it was, and such great luck.",1,empty,empty
300132,elbow room,None,EN,"to find a partner,to have a relationship,to be alone,to have a better relationship,to get married,to make a change,happy,attractive,personx gets married,personx blushes,responsible,overweight[SEP]There can be no question that the present tendency is in the direction of greater elbow room in the marriage relation.","to find a partner,to have a relationship,to be alone,to have a better relationship,to get married,to make a change,happy,attractive,personx gets married,personx blushes,responsible,overweight[SEP]There can be no question that the present tendency is in the direction of greater joint room in the marriage relation.",Society will not continue to sanction inhumanity and immorality in the relations of man to woman.,,None,"to find a partner,to have a relationship,to be alone,to have a better relationship,to get married,to make a change,happy,attractive,personx gets married,personx blushes,responsible,overweight[SEP]There can be no question that the present tendency is in the direction of greater freedom in the marriage relation.","to find a partner,to have a relationship,to be alone,to have a better relationship,to get married,to make a change,happy,attractive,personx gets married,personx blushes,responsible,overweight[SEP]There can be no question that the present tendency is in the direction of greater joint room in the marriage relation."
574115,blue blood,None,EN,"to go to the funeral,to buy a coffin,to be a hero,to have a good time,celebrate,to bury the grave,happy,charitable,personx is arrested,is buried,charitable,daring[SEP]Further, that the coffin was to be borne to the burial place by innocent and noble youths dressed in purple.","to go to the funeral,to buy a coffin,to be a hero,to have a good time,celebrate,to bury the grave,happy,charitable,personx is arrested,is buried,charitable,daring[SEP]Further, that the coffin was to be borne to the burial place by innocent and blue blood youths dressed in purple.",,,1,empty,empty
989238,heavy cross,None,EN,"to make a mistake,to be a good man,to be loved,to save his life,to have a good time,to go to the funeral,happy,lucky,personx is arrested,personx sweats,responsible,selfish[SEP]He knew that having carried her by night to Orrinleigh, he must bear the heavy cross of his own deed.","to make a mistake,to be a good man,to be loved,to save his life,to have a good time,to go to the funeral,happy,lucky,personx is arrested,personx sweats,responsible,selfish[SEP]He knew that having carried her by night to Orrinleigh, he must bear the weighty cross of his own deed.","He made his resolve to explain nothing, for her sake, and to act as became the overmastering affection he had for her.","To save her from certain slander, to wall her in with reparation on every side, was his one passionate impulse.",None,"to make a mistake,to be a good man,to be loved,to save his life,to have a good time,to go to the funeral,happy,lucky,personx is arrested,personx sweats,responsible,selfish[SEP]He knew that having carried her by night to Orrinleigh, he must bear the burden of his own deed.","to make a mistake,to be a good man,to be loved,to save his life,to have a good time,to go to the funeral,happy,lucky,personx is arrested,personx sweats,responsible,selfish[SEP]He knew that having carried her by night to Orrinleigh, he must bear the weighty cross of his own deed."
806538,front runner,None,EN,"to go to the front entrance,to go to the beach,to see her,to see their mistress,to have a good time,to be seen,happy,interested,smiles,personx gets into trouble,happy,daring[SEP]Some of her front runner pupils flocked to the front entrance to see their beloved mistress off.","to go to the front entrance,to go to the beach,to see her,to see their mistress,to have a good time,to be seen,happy,interested,smiles,personx gets into trouble,happy,daring[SEP]Some of her forepart runner pupils flocked to the front entrance to see their beloved mistress off.","Amongst the group Cecil stood, and several girls of the first-class; many of the little girls were also present, but Annie was not amongst them.",,None,"to go to the front entrance,to go to the beach,to see her,to see their mistress,to have a good time,to be seen,happy,interested,smiles,personx gets into trouble,happy,daring[SEP]Some of her favourite pupils flocked to the front entrance to see their beloved mistress off.","to go to the front entrance,to go to the beach,to see her,to see their mistress,to have a good time,to be seen,happy,interested,smiles,personx gets into trouble,happy,daring[SEP]Some of her forepart runner pupils flocked to the front entrance to see their beloved mistress off."
810805,melting pot,None,EN,"to go to the store,to buy the drops,to taste it,to make a drink,to take a break,to taste the lavender,accomplished,satiated,personx sweats,person x gets sick,helpful,stressed[SEP]Let the mixture remain for twelve days, then strain, and bottle off for use, after adding one ounce of lavender drops.","to go to the store,to buy the drops,to taste it,to make a drink,to take a break,to taste the lavender,accomplished,satiated,personx sweats,person x gets sick,helpful,stressed[SEP]Let the melting pot remain for twelve days, then strain, and bottle off for use, after adding one ounce of lavender drops.","_Ginger Brandy._ Bruise slightly two pounds of black currants, and mix them with one ounce and a half of ground ginger.","Put them in a wide-mouthed bottle, and cover with brandy or whisky.",1,empty,empty
874992,blue blood,None,EN,"to go to the doctor,to have a reason to go,to enjoy,to be successful,to enjoy,to be a good citizen,satisfied,like a winner,goes to jail,personx has a private room,lucky,selfish[SEP]The possession of a strictly private room is indeed a decided luxury; even a great blue blood is often able to go without it.","to go to the doctor,to have a reason to go,to enjoy,to be successful,to enjoy,to be a good citizen,satisfied,like a winner,goes to jail,personx has a private room,lucky,selfish[SEP]The possession of a strictly private room is indeed a decided luxury; even a great azure lifeblood is often able to go without it.",[Illustration: INTERIOR OF A THIRTEENTH-CENTURY APARTMENT From the restoration by Viollet-Le-Duc.,"As for the lesser folk at night, they often stretch unceremoniously on the tables or even on the floor in the main hall.",None,"to go to the doctor,to have a reason to go,to enjoy,to be successful,to enjoy,to be a good citizen,satisfied,like a winner,goes to jail,personx has a private room,lucky,selfish[SEP]The possession of a strictly private room is indeed a decided luxury; even a great noble is often able to go without it.","to go to the doctor,to have a reason to go,to enjoy,to be successful,to enjoy,to be a good citizen,satisfied,like a winner,goes to jail,personx has a private room,lucky,selfish[SEP]The possession of a strictly private room is indeed a decided luxury; even a great azure lifeblood is often able to go without it."
615104,number crunching,None,EN,"to study hard,to read the paper,to learn more,to study,to write a paper,to have a good time,accomplished,like a failure,writes a paper,personx gets a job,interested,stupid[SEP]Then number crunching in the study, or writing a paper for one of the numerous societies of which he was a working member.","to study hard,to read the paper,to learn more,to study,to write a paper,to have a good time,accomplished,like a failure,writes a paper,personx gets a job,interested,stupid[SEP]Then crunching in the study, or writing a paper for one of the numerous societies of which he was a working member.","In the intervals, with his secretary's aid, he would attend to his correspondence.",Then work in the study over the laws governing the formation of crystals.,None,"to study hard,to read the paper,to learn more,to study,to write a paper,to have a good time,accomplished,like a failure,writes a paper,personx gets a job,interested,stupid[SEP]Then calculations in the study, or writing a paper for one of the numerous societies of which he was a working member.","to study hard,to read the paper,to learn more,to study,to write a paper,to have a good time,accomplished,like a failure,writes a paper,personx gets a job,interested,stupid[SEP]Then crunching in the study, or writing a paper for one of the numerous societies of which he was a working member."
795806,head hunter,None,EN,"to find the girdle,to find the source of the girdle,to kill,to not be caught,to get away,to win the game,accomplished,like a winner,sweats,wins the game,aggressive,daring[SEP]Hastily emerging from his concealment, the head hunter poised his spear and struck the girdle with all his force.","to find the girdle,to find the source of the girdle,to kill,to not be caught,to get away,to win the game,accomplished,like a winner,sweats,wins the game,aggressive,daring[SEP]Hastily emerging from his concealment, the brain hunter poised his spear and struck the girdle with all his force.","The silver band parted, and the woman was free to return home with her husband.","All next day he fasted and besought the good-will of Manitou, and when the night began to fall he hid himself on the shore till his wife appeared.",None,"to find the girdle,to find the source of the girdle,to kill,to not be caught,to get away,to win the game,accomplished,like a winner,sweats,wins the game,aggressive,daring[SEP]Hastily emerging from his concealment, the hunter poised his spear and struck the girdle with all his force.","to find the girdle,to find the source of the girdle,to kill,to not be caught,to get away,to win the game,accomplished,like a winner,sweats,wins the game,aggressive,daring[SEP]Hastily emerging from his concealment, the brain hunter poised his spear and struck the girdle with all his force."
905037,grandfather clock,None,EN,"to go to the museum,to learn how to use it,to show off,to see the world,to show off his clock,to show off his new invention,accomplished,a genius,makes money,gets arrested,lucky,determined[SEP]He invented a clock of very peculiar construction, which after his death was deposited in the British Museum.","to go to the museum,to learn how to use it,to show off,to see the world,to show off his clock,to show off his new invention,accomplished,a genius,makes money,gets arrested,lucky,determined[SEP]He invented a grandfather clock of very peculiar construction, which after his death was deposited in the British Museum.",,"Gainsborough, the painter, had a brother who was a dissenting minister at Henley-on-Thames and possessed a strong genius for mechanics.",1,empty,empty
832842,blue blood,None,EN,"to be an empress,to have a good job,to be the best,to have a good time,celebrate,to be a queen,proud,regretful,smiles,personx gets a new job,proud,curious[SEP]Ah, you are now really an empress, and marvellous will you be when the imperial crown encircles your blue blood head!""","to be an empress,to have a good job,to be the best,to have a good time,celebrate,to be a queen,proud,regretful,smiles,personx gets a new job,proud,curious[SEP]Ah, you are now really an empress, and marvellous will you be when the imperial crown encircles your azure lifeblood head!""","""I shall be an empress,"" said Natalie, ""but you, Alexis, will always be my lord and emperor!""",,None,"to be an empress,to have a good job,to be the best,to have a good time,celebrate,to be a queen,proud,regretful,smiles,personx gets a new job,proud,curious[SEP]Ah, you are now really an empress, and marvellous will you be when the imperial crown encircles your noble head!""","to be an empress,to have a good job,to be the best,to have a good time,celebrate,to be a queen,proud,regretful,smiles,personx gets a new job,proud,curious[SEP]Ah, you are now really an empress, and marvellous will you be when the imperial crown encircles your azure lifeblood head!"""
304193,grandfather clock,None,EN,"to buy a clock,to know how fast it is,to be right,to be a good citizen,to go to sleep,to go to the store,happy,lucky,personx gets tired,personx is late,lazy,determined[SEP]Our clock isn't _that_ far off; Carl said that by wave lengths or something it's only about three per cent fast.","to buy a clock,to know how fast it is,to be right,to be a good citizen,to go to sleep,to go to the store,happy,lucky,personx gets tired,personx is late,lazy,determined[SEP]Our grandfather clock isn't _that_ far off; Carl said that by wave lengths or something it's only about three per cent fast.",And you've been pussyfooting and hem-hawing around all this time.,"""Listen, you egregious clam,"" she said, firmly, ""I know darn well I've been pregnant for at _least_ seven months, and I ought to be twice this big.",1,empty,empty
308628,memory lane,None,EN,"to know the past,to go to the past,to be the best,to remember,to remember,to make a mistake,accomplished,smart,smiles,learns something new,lucky,prepared[SEP]The Past is never memory lane; immortal as the Gods, it lives enthroned in the Present, and sets its limits and lays its commands.","to know the past,to go to the past,to be the best,to remember,to remember,to make a mistake,accomplished,smart,smiles,learns something new,lucky,prepared[SEP]The Past is never retention lane; immortal as the Gods, it lives enthroned in the Present, and sets its limits and lays its commands.","Cases have been known of a man blind from birth being restored to sight, at mature age.",,None,"to know the past,to go to the past,to be the best,to remember,to remember,to make a mistake,accomplished,smart,smiles,learns something new,lucky,prepared[SEP]The Past is never past; immortal as the Gods, it lives enthroned in the Present, and sets its limits and lays its commands.","to know the past,to go to the past,to be the best,to remember,to remember,to make a mistake,accomplished,smart,smiles,learns something new,lucky,prepared[SEP]The Past is never retention lane; immortal as the Gods, it lives enthroned in the Present, and sets its limits and lays its commands."
466877,head hunter,None,EN,"to find me,to go to the market,to forget,to leave,to be heard,to tell me something,happy,sad,smiles,cries,curious,unintelligent[SEP]But the sympathetic old hunter patted me on the shoulder and said in Chinese, ""Never mind.","to find me,to go to the market,to forget,to leave,to be heard,to tell me something,happy,sad,smiles,cries,curious,unintelligent[SEP]But the sympathetic old head hunter patted me on the shoulder and said in Chinese, ""Never mind.","They were small ones anyway--not worth having.""",I felt very bad indeed that I had bungled hopelessly my first chance at an _argali_.,1,empty,empty
45603,grass root,None,EN,"to go to bed,to be hungry,to stay awake,to rest,to sleep,to take a break,sleepy,satiated,sleeps,sweats,sleepy,responsible[SEP]People with good resistance can sleep in a draught without the least harm, but ordinary people should not sleep in a draught.","to go to bed,to be hungry,to stay awake,to rest,to sleep,to take a break,sleepy,satiated,sleeps,sweats,sleepy,responsible[SEP]People with good resistance can sleep in a draught without the least harm, but grass root should not sleep in a draught.",It is easy to use screens so that the wind does not blow upon the face.,"At any rate, during cold weather better covering is required for the legs and for the feet than for any other part of the body.",1,empty,empty
483964,blue blood,None,EN,"to have a family,to be a member of the family,to be a good citizen,to share,to have a home,to show off,happy,like a good citizen,personx is arrested,personx is a criminal,lucky,determined[SEP]In blue blood houses one of them would contain certain family possessions of which the occupants were especially proud.","to have a family,to be a member of the family,to be a good citizen,to share,to have a home,to show off,happy,like a good citizen,personx is arrested,personx is a criminal,lucky,determined[SEP]In azure lifeblood houses one of them would contain certain family possessions of which the occupants were especially proud.","These were the effigies of distinguished ancestors, which served as a family-tree represented in a highly objective form.","One of them might occasionally serve for a smaller dining-room, or it might hold presses and cupboards.",None,"to have a family,to be a member of the family,to be a good citizen,to share,to have a home,to show off,happy,like a good citizen,personx is arrested,personx is a criminal,lucky,determined[SEP]In noble houses one of them would contain certain family possessions of which the occupants were especially proud.","to have a family,to be a member of the family,to be a good citizen,to share,to have a home,to show off,happy,like a good citizen,personx is arrested,personx is a criminal,lucky,determined[SEP]In azure lifeblood houses one of them would contain certain family possessions of which the occupants were especially proud."
176629,brass ring,None,EN,"to find the prize,to find the heart and hand,to be loved,to be successful,to win the prize,to have a good life,happy,successful,smiles,personx is praised,lucky,successful[SEP]But in her story the prize that the knight asked when he returned successful from his quest was the heart and hand of the lovely maiden.","to find the prize,to find the heart and hand,to be loved,to be successful,to win the prize,to have a good life,happy,successful,smiles,personx is praised,lucky,successful[SEP]But in her story the brass ring that the knight asked when he returned successful from his quest was the heart and hand of the lovely maiden.","Jim Cobb went over to Eastborough Centre, so as to drive the team back.",,1,empty,empty
582763,baby blues,None,EN,"to see him,to go to the salon,to be liked,to show off his beauty,to be liked,to have a nice day,pleased,glad,smiles,looks at person x,happy,open-minded[SEP]Moreover, when seen by daylight, he was a very pleasant-looking fellow, with curly brown hair and great honest blue eyes very wide open.","to see him,to go to the salon,to be liked,to show off his beauty,to be liked,to have a nice day,pleased,glad,smiles,looks at person x,happy,open-minded[SEP]Moreover, when seen by daylight, he was a very pleasant-looking fellow, with curly brown hair and great honest baby blues very wide open.","He was over six feet tall, and as awkward as a human being could be, but of course he could not help that.","He stumbled while coming up the steps, and dropped half the roses, which increased his discomfort so much that Hildegarde was really sorry for him.",1,empty,empty
683476,elbow room,None,EN,"to know the truth,to have a reason to do something,to make a difference,to prove his point,to make a difference,to be a good leader,satisfied,like a leader,goes to jail,personx gets caught,stupid,determined[SEP]A Secularist would have attacked the principle, regarding elbow room as of more consequence to progress than any doctrine without it.","to know the truth,to have a reason to do something,to make a difference,to prove his point,to make a difference,to be a good leader,satisfied,like a leader,goes to jail,personx gets caught,stupid,determined[SEP]A Secularist would have attacked the principle, regarding joint room as of more consequence to progress than any doctrine without it.",Those who seek to guide life by reason are not without a standard of appeal.,"He wants the empire to examine the Christian doctrines.""",None,"to know the truth,to have a reason to do something,to make a difference,to prove his point,to make a difference,to be a good leader,satisfied,like a leader,goes to jail,personx gets caught,stupid,determined[SEP]A Secularist would have attacked the principle, regarding freedom as of more consequence to progress than any doctrine without it.","to know the truth,to have a reason to do something,to make a difference,to prove his point,to make a difference,to be a good leader,satisfied,like a leader,goes to jail,personx gets caught,stupid,determined[SEP]A Secularist would have attacked the principle, regarding joint room as of more consequence to progress than any doctrine without it."
1127863,grandfather clock,None,EN,"to go to church,to make a clock,to be heard,to hear the time,to go home,to see the sky,happy,lucky,personx sweats from nervousness,goes home,curious,engaged[SEP]The frail waves of sound broke among the stiff gorse and the hawthorn twigs as the church clock divided time into quarters.","to go to church,to make a clock,to be heard,to hear the time,to go home,to see the sky,happy,lucky,personx sweats from nervousness,goes home,curious,engaged[SEP]The frail waves of sound broke among the stiff gorse and the hawthorn twigs as the church grandfather clock divided time into quarters.","Motionless and broad-backed the moors received the statement ""It is fifteen minutes past the hour,"" but made no answer, unless a bramble stirred.",The clock struck the quarter.,1,empty,empty
377492,blue blood,None,EN,"to have a good time,to make a decision,to have a good time,to win the race,to have a good time,to go to the party,happy,successful,smiles,eats,lucky,determined[SEP]""That was a pretty good slice of luck meeting the blue blood Crocker, wasn't it?""","to have a good time,to make a decision,to have a good time,to win the race,to have a good time,to go to the party,happy,successful,smiles,eats,lucky,determined[SEP]""That was a pretty good slice of luck meeting the azure lifeblood Crocker, wasn't it?""","said Castellan, as the train began to move out of the station, about three hours later.",,None,"to have a good time,to make a decision,to have a good time,to win the race,to have a good time,to go to the party,happy,successful,smiles,eats,lucky,determined[SEP]""That was a pretty good slice of luck meeting the noble Crocker, wasn't it?""","to have a good time,to make a decision,to have a good time,to win the race,to have a good time,to go to the party,happy,successful,smiles,eats,lucky,determined[SEP]""That was a pretty good slice of luck meeting the azure lifeblood Crocker, wasn't it?"""
313892,small fry,None,EN,"to be a farmer,to learn how to be a farmer,to be left alone,to not be alone,to make a difference,to find a new job,satisfied,disappointed,goes to jail,becomes poor,outgoing,lonely[SEP]And he was compassionated and pitied for being obliged to remain in so old-fashioned and out-of-the-way country town as small fry as Newberg.","to be a farmer,to learn how to be a farmer,to be left alone,to not be alone,to make a difference,to find a new job,satisfied,disappointed,goes to jail,becomes poor,outgoing,lonely[SEP]And he was compassionated and pitied for being obliged to remain in so old-fashioned and out-of-the-way country town as little fry as Newberg.",This pity was quite thrown away.,"With such comeliness of person, endless wealth, unlimited advantages--the only wonder was he was not completely ruined.""",None,"to be a farmer,to learn how to be a farmer,to be left alone,to not be alone,to make a difference,to find a new job,satisfied,disappointed,goes to jail,becomes poor,outgoing,lonely[SEP]And he was compassionated and pitied for being obliged to remain in so old-fashioned and out-of-the-way country town as insignificant as Newberg.","to be a farmer,to learn how to be a farmer,to be left alone,to not be alone,to make a difference,to find a new job,satisfied,disappointed,goes to jail,becomes poor,outgoing,lonely[SEP]And he was compassionated and pitied for being obliged to remain in so old-fashioned and out-of-the-way country town as little fry as Newberg."
538319,melting pot,None,EN,"to look at the sky,to be in a hurry,to see the world,to make a difference,to enjoy,to take a drink,happy,content,smiles,personx sweats,lucky,amazed[SEP]A stupefying mixture of wine-odours and flower-scents, a glare of torches and glow of colour, met him upon the threshold.","to look at the sky,to be in a hurry,to see the world,to make a difference,to enjoy,to take a drink,happy,content,smiles,personx sweats,lucky,amazed[SEP]A stupefying melting pot of wine-odours and flower-scents, a glare of torches and glow of colour, met him upon the threshold.","cried the host, as he entered.",,1,empty,empty
242463,blue blood,None,EN,"to go to the office,to be in charge of the office,to inform,to make a decision,to make a report,to tell everyone about his office,accomplished,interested,personx gets fired,personx gets arrested,responsible,in charge[SEP]The noble lord said that the secretary of state would have been in his place, only that he was occupied with the numerous details of his office.","to go to the office,to be in charge of the office,to inform,to make a decision,to make a report,to tell everyone about his office,accomplished,interested,personx gets fired,personx gets arrested,responsible,in charge[SEP]The blue blood lord said that the secretary of state would have been in his place, only that he was occupied with the numerous details of his office.",,"The petition having been read by the clerk, Lord Morpeth rose to apologise for the necessary absence of the homesecretary.",1,empty,empty
595354,brass ring,None,EN,"to study hard,to know how to do math,to be the best,to be a good teacher,to win the competition,to win the race,proud,prepared,personx sweats from nervousness,loses money,proud,successful[SEP]He was close to the top of his class, and he was already certain of winning a special brass ring given for mathematics.","to study hard,to know how to do math,to be the best,to be a good teacher,to win the competition,to win the race,proud,prepared,personx sweats from nervousness,loses money,proud,successful[SEP]He was close to the top of his class, and he was already certain of winning a special metal ring given for mathematics.","Roger was just behind him in the general average, and Phil was but five points below, with a special prize for language to his credit.",,None,"to study hard,to know how to do math,to be the best,to be a good teacher,to win the competition,to win the race,proud,prepared,personx sweats from nervousness,loses money,proud,successful[SEP]He was close to the top of his class, and he was already certain of winning a special prize given for mathematics.","to study hard,to know how to do math,to be the best,to be a good teacher,to win the competition,to win the race,proud,prepared,personx sweats from nervousness,loses money,proud,successful[SEP]He was close to the top of his class, and he was already certain of winning a special metal ring given for mathematics."
785500,role model,None,EN,"to be a photographer,to go to the park,to show off,to have fun,to show off their skills,to show off their talents,happy,inspired,smiles,learns something new,happy,fun[SEP]They are picturesque and an interesting part of the scenery, an role model to every one who sees them.","to be a photographer,to go to the park,to show off,to have fun,to show off their skills,to show off their talents,happy,inspired,smiles,learns something new,happy,fun[SEP]They are picturesque and an interesting part of the scenery, an function example to every one who sees them.","Says Mary Austin:-- ""But the wild sheep from the battered rocks, Sure foot and fleet of limb, Gets up to see the stars go by Along the mountain rim.""",But the mountain sheep are a valuable asset to our country.,None,"to be a photographer,to go to the park,to show off,to have fun,to show off their skills,to show off their talents,happy,inspired,smiles,learns something new,happy,fun[SEP]They are picturesque and an interesting part of the scenery, an inspiration to every one who sees them.","to be a photographer,to go to the park,to show off,to have fun,to show off their skills,to show off their talents,happy,inspired,smiles,learns something new,happy,fun[SEP]They are picturesque and an interesting part of the scenery, an function example to every one who sees them."
945835,big picture,None,EN,"to find out what happened,to go to the doctor,to help,to be a better person,to take a break,to get away,satisfied,like a good person,personx sweats from nervousness,sweats,relieved,pleased[SEP]Mrs. Murray took in the whole situation at a glance and breathed a breath of relief.","to find out what happened,to go to the doctor,to help,to be a better person,to take a break,to get away,satisfied,like a good person,personx sweats from nervousness,sweats,relieved,pleased[SEP]Mrs. Murray took in the big picture at a glance and breathed a breath of relief.",At length the crisis was past and she had only to save the girl from brooding over her pain.,"Her love had already become a sorrow rather than a passion, and she would not, for a world of lovers, have gone back to the distress of yesterday.",1,empty,empty
728073,grandfather clock,None,EN,"to see something scary,to find out what happened,to see something,to forget,to find out what happened,to find out why,happy,sad,blushes,thinks,scared,lucky[SEP]Even in the confusion of the moment Armathwaite noticed that Percy was gazing at the wall near the clock with the distended eyes of fear.","to see something scary,to find out what happened,to see something,to forget,to find out what happened,to find out why,happy,sad,blushes,thinks,scared,lucky[SEP]Even in the confusion of the moment Armathwaite noticed that Percy was gazing at the wall near the grandfather clock with the distended eyes of fear.","Mrs. Jackson saw it, too, and with the outspokenness of her class, did not hesitate to put her thought into words.","I'll take him there, and find out the extent of the mischief.""",1,empty,empty
562885,blue blood,None,EN,"to be a priest,to go to the court,to be a priest,to be a good priest,to be a priest,to be a good leader,proud,like a good person,becomes a priest,personx is asked questions,curious,a priest[SEP]These clerics became the confessors in royal and noble houses, and were generally chosen from among bishops and other high dignitaries.","to be a priest,to go to the court,to be a priest,to be a good priest,to be a priest,to be a good leader,proud,like a good person,becomes a priest,personx is asked questions,curious,a priest[SEP]These clerics became the confessors in royal and blue blood houses, and were generally chosen from among bishops and other high dignitaries.",,,1,empty,empty
516099,melting pot,None,EN,"to boil,to have a pot,to taste it,to get a drink,to cook,to drink the water,accomplished,satiated,eats,personx gets a headache,hungry,stirring[SEP]Add gradually one quart boiling water and let mixture boil five minutes, stirring it constantly.","to boil,to have a pot,to taste it,to get a drink,to cook,to drink the water,accomplished,satiated,eats,personx gets a headache,hungry,stirring[SEP]Add gradually one quart boiling water and let melting pot boil five minutes, stirring it constantly.","Remove from fire, add a quart boiling milk, and serve.","CREAMY COCOA Stir together in a saucepan half a cup cocoa, half a cup flour, half a cup granulated sugar and half a teaspoonful salt.",1,empty,empty
212890,front runner,None,EN,"to buy a wreath,to learn how to do it,to show off,to impress others,celebrate,to be the best,happy,lucky,becomes famous,personx wins the race,proud,determined[SEP]The wreath or garland, of which the Greeks were so fond, became a front runner motive for the Renaissance mantelpiece.","to buy a wreath,to learn how to do it,to show off,to impress others,celebrate,to be the best,happy,lucky,becomes famous,personx wins the race,proud,determined[SEP]The wreath or garland, of which the Greeks were so fond, became a forepart runner motive for the Renaissance mantelpiece.","The classical _amoretti_, of which many versions in bronze existed, were also frequently copied.",,None,"to buy a wreath,to learn how to do it,to show off,to impress others,celebrate,to be the best,happy,lucky,becomes famous,personx wins the race,proud,determined[SEP]The wreath or garland, of which the Greeks were so fond, became a favourite motive for the Renaissance mantelpiece.","to buy a wreath,to learn how to do it,to show off,to impress others,celebrate,to be the best,happy,lucky,becomes famous,personx wins the race,proud,determined[SEP]The wreath or garland, of which the Greeks were so fond, became a forepart runner motive for the Renaissance mantelpiece."
