ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,label
658398,blue blood,None,EN,"This is not the temper which makes blue blood characters, or generous and sensitive minds.","This is not the temper which makes azure lifeblood characters, or generous and sensitive minds.",None,"This is not the temper which makes noble characters, or generous and sensitive minds.","This is not the temper which makes azure lifeblood characters, or generous and sensitive minds.",None,None,0
516038,melting pot,None,EN,"His costume was an extraordinary melting pot of blanket and trousers and coat, hardly consistent with the requirements of civilization.","His costume was an extraordinary unfrozen pot of blanket and trousers and coat, hardly consistent with the requirements of civilization.",None,"His costume was an extraordinary mixture of blanket and trousers and coat, hardly consistent with the requirements of civilization.","His costume was an extraordinary unfrozen pot of blanket and trousers and coat, hardly consistent with the requirements of civilization.","It was Ogla-Moga, who had just arrived.","A broad slouched hat hid his coarse black locks, and cast a friendly shadow over his piercing eyes and swarthy face.",0
131956,grandfather clock,None,EN,It burnt so rapidly that it was impossible to save any thing: so his grandfather clock and other personal property perished in the flames.,It burnt so rapidly that it was impossible to save any thing: so his granddad clock and other personal property perished in the flames.,None,It burnt so rapidly that it was impossible to save any thing: so his clock and other personal property perished in the flames.,It burnt so rapidly that it was impossible to save any thing: so his granddad clock and other personal property perished in the flames.,"During the performance of the last sad rites at the grave, two days after his death, his house was discovered to be on fire.",None,0
948816,acid test,None,EN,The panic and the ensuing crisis furnished a acid test of the strength and stability of the American labor movement.,The panic and the ensuing crisis furnished a acidic test of the strength and stability of the American labor movement.,None,The panic and the ensuing crisis furnished a conclusive test of the strength and stability of the American labor movement.,The panic and the ensuing crisis furnished a acidic test of the strength and stability of the American labor movement.,In the summer of 1893 occurred the financial panic.,None,0
823322,blue blood,None,EN,"But the feelings of D'Erlach, who was the more blue blood and manly of the two, were restrained by his prudence and sense of duty.","But the feelings of D'Erlach, who was the more azure lifeblood and manly of the two, were restrained by his prudence and sense of duty.",None,"But the feelings of D'Erlach, who was the more noble and manly of the two, were restrained by his prudence and sense of duty.","But the feelings of D'Erlach, who was the more azure lifeblood and manly of the two, were restrained by his prudence and sense of duty.","His dislike was fully retorted, and with equal spirit by his brother officer.",None,0
880906,elbow room,None,EN,They supported their decision by a series of practical and convincing arguments which only lack of elbow room prevents my quoting in full.,They supported their decision by a series of practical and convincing arguments which only lack of joint room prevents my quoting in full.,None,They supported their decision by a series of practical and convincing arguments which only lack of space prevents my quoting in full.,They supported their decision by a series of practical and convincing arguments which only lack of joint room prevents my quoting in full.,None,None,0
116369,head hunter,None,EN,"He made ready to spring, for he was certain of being discovered; but, to his surprise, the hunter made no motion at all.","He made ready to spring, for he was certain of being discovered; but, to his surprise, the head hunter made no motion at all.",1,empty,empty,"He exercised extreme caution until within a rod, when a twig snapped under his foot.",He evidently was so absorbed in some matter as to be unconscious of what was passing around.,0
131492,melting pot,None,EN,Others hoped to win the favor of the Gentiles by preaching a melting pot of Judaism and Catholicism.,Others hoped to win the favor of the Gentiles by preaching a unfrozen pot of Judaism and Catholicism.,None,Others hoped to win the favor of the Gentiles by preaching a mixture of Judaism and Catholicism.,Others hoped to win the favor of the Gentiles by preaching a unfrozen pot of Judaism and Catholicism.,None,None,0
925897,melting pot,None,EN,"Yet the peoples had elements in common, being Thracians and Illyrians, with a large mixture of Dorian settlers among them.","Yet the peoples had elements in common, being Thracians and Illyrians, with a large melting pot of Dorian settlers among them.",1,empty,empty,None,"KING PHILIP OF MACEDON The line of Macedonian kings being of Hellenic descent, Greek civilization had been cultivated by some of them.",0
1018283,elbow room,None,EN,"Each seat is a separate arm-chair, with plenty of space around it, so that one may walk about between the acts without disturbing his neighbors.","Each seat is a separate arm-chair, with plenty of elbow room around it, so that one may walk about between the acts without disturbing his neighbors.",1,empty,empty,"We had our places in the parquette, and found them very comfortable.","[Illustration: WORKING THE SHIP IN ""L'AFRICAINE.""]",0
63410,ancient history,None,EN,"Whitney shrank back in his chair; he had aged ancient history hour, and he was conscious that his hands were trembling.","Whitney shrank back in his chair; he had aged history hour, and he was conscious that his hands were trembling.",None,"Whitney shrank back in his chair; he had aged in the past hour, and he was conscious that his hands were trembling.","Whitney shrank back in his chair; he had aged history hour, and he was conscious that his hands were trembling.","Whitney drew a long breath, ""Is Spencer really dead?""","""I feared so,"" he muttered, ""I feared so.",0
794247,memory lane,None,EN,"He was in no humour for company, and it was long past the dinner time in this place, so that the room was comparatively deserted.","He was in no humour for company, and it was long memory lane the dinner time in this place, so that the room was comparatively deserted.",1,empty,empty,He had a little box all to himself.,None,0
589851,elbow room,None,EN,"But on the second they made the ""round trip,"" and more; three times traversing the space between the camps.","But on the second they made the ""round trip,"" and more; three times traversing the elbow room between the camps.",1,empty,empty,"Only the downward journey was accomplished on the first day, as it was late ere they had commenced it.","Not all were of the last party that returned to the hills, only a certain number needing to go thither now.",0
1121504,memory lane,None,EN,There would have been nothing extraordinary about the appearance of the arch to a man from memory lane ages.,There would have been nothing extraordinary about the appearance of the arch to a man from retention lane ages.,None,There would have been nothing extraordinary about the appearance of the arch to a man from past ages.,There would have been nothing extraordinary about the appearance of the arch to a man from retention lane ages.,"Now at least a thousand men and women and children had gathered, and were standing motionless, looking at the tall arch of the transmitter.",None,0
445168,role model,None,EN,The same role model spoke now in me.,The same function example spoke now in me.,None,The same inspiration spoke now in me.,The same function example spoke now in me.,The inspiration of wrath spoke through him as through a Hebrew prophet.,"_Facit indignatio versum_, said Juvenal.",0
635496,small fry,None,EN,The most small fry member has the same privilege of criticism as the party czars; and the criticism often becomes naïvely personal.,The most little fry member has the same privilege of criticism as the party czars; and the criticism often becomes naïvely personal.,None,The most insignificant member has the same privilege of criticism as the party czars; and the criticism often becomes naïvely personal.,The most little fry member has the same privilege of criticism as the party czars; and the criticism often becomes naïvely personal.,None,"No doubt the party patriotism is largely fed by this frank, fearless, aboveboard airing of grievances, this freedom from ""boss rule.""",0
231327,blue blood,None,EN,Books accustom men to take pleasure in ideas and to cultivate a high and noble inward life.,Books accustom men to take pleasure in ideas and to cultivate a high and blue blood inward life.,1,empty,empty,None,"This, their supreme value for the moulding of character, was appreciated in the sixteenth century.",0
164149,baby blues,None,EN,"Black eyes and brown eyes, blue eyes and gray eyes stared uncomprehendingly at the Doctor.","Black eyes and brown eyes, baby blues and gray eyes stared uncomprehendingly at the Doctor.",1,empty,empty,Nobody even smiled but Miss Lucy.,"""You don't quite understand that, do you?""",0
298829,head hunter,None,EN,Under the circumstances the hunter may not be able to hold his rifle steady enough to hit these aforesaid spots.,Under the circumstances the head hunter may not be able to hold his rifle steady enough to hit these aforesaid spots.,1,empty,empty,"It charges in a well-nigh irresistible rush, and no ordinary bullet can stop it unless placed in one or two small vital spots.",That is when the paradox comes in.,0
434099,memory lane,None,EN,For the past two years its culture for the Northern market has been mainly confined to Florida.,For the memory lane two years its culture for the Northern market has been mainly confined to Florida.,1,empty,empty,"Sometimes, however, it would continue to arrive in such bad order as not to be worth shipping.","Coming so much earlier there, it is not exposed to heating in transit.",0
1185660,memory lane,None,EN,Joe walked memory lane them to the station door and then returned along the platform and got again into Turner's Pike.,Joe walked retention lane them to the station door and then returned along the platform and got again into Turner's Pike.,None,Joe walked past them to the station door and then returned along the platform and got again into Turner's Pike.,Joe walked retention lane them to the station door and then returned along the platform and got again into Turner's Pike.,When he got to the factory it was dark and on an express truck in front of the Wheeling Station the two city workmen sat smoking their evening pipes.,He stumbled along the path beside the road and presently saw Hugh McVey coming toward him.,0
442133,brass ring,None,EN,"""It was a present from my Uncle Seth,"" said Dorothy, ""and I prize it very highly, aside from its actual value.""","""It was a present from my Uncle Seth,"" said Dorothy, ""and I brass ring it very highly, aside from its actual value.""",1,empty,empty,"""Not as goot as either a Cremona or a Strad, but by all means goot enough to serve your purpose.""","""Und so you should--so you should,"" said the Herr.",0
1049774,baby blues,None,EN,"He was given the name of Arthur, and as the years passed by he grew into a beautiful boy with baby blues and golden hair.","He was given the name of Arthur, and as the years passed by he grew into a beautiful boy with depression and golden hair.",None,"He was given the name of Arthur, and as the years passed by he grew into a beautiful boy with blue eyes and golden hair.","He was given the name of Arthur, and as the years passed by he grew into a beautiful boy with depression and golden hair.",Merlin gave the little child to an old woman to nurse.,"Merlin, who was a very wise old man, became the boy’s teacher.",0
1063678,fair play,None,EN,Many incidents are related of her sterling worth and fair play of character.,Many incidents are related of her sterling worth and equal game of character.,None,Many incidents are related of her sterling worth and integrity of character.,Many incidents are related of her sterling worth and equal game of character.,"She was “mother” to Mrs. Garfield as well as to her son, and the two women loved each other because their hearts were centred in him.",Few women of to-day have known such rugged experiences with poverty as she had for long years after she lost her young husband.,0
178938,memory lane,None,EN,"I assure you I can't help fancying that the winter is over and gone, the memory lane looks so cold and black in the warm light of the present.","I assure you I can't help fancying that the winter is over and gone, the retention lane looks so cold and black in the warm light of the present.",None,"I assure you I can't help fancying that the winter is over and gone, the past looks so cold and black in the warm light of the present.","I assure you I can't help fancying that the winter is over and gone, the retention lane looks so cold and black in the warm light of the present.","ah, Mr. Kenyon, you in England forget what life is in this out-of-door fresh world, with your cloistral habits and necessities!",None,0
739039,glass ceiling,None,EN,"Alan Cameron became the favoured suitor of Miss Philips, but both felt the barrier of the Squire's consent to be insurmountable.","Alan Cameron became the favoured suitor of Miss Philips, but both felt the glass ceiling of the Squire's consent to be insurmountable.",1,empty,empty,"Duke--""I think this tale would win my daughter too.""",Nor was there any circumstance likely to arise in favour of Alan's worldly position to make him acceptable to Mr Philips as his son-in-law.,0
694267,elbow room,None,EN,"He conferred his blessings for a consideration, for you were careful to make no laws which restricted the freedom of his operations.","He conferred his blessings for a consideration, for you were careful to make no laws which restricted the elbow room of his operations.",1,empty,empty,Your success and happiness was bound up in his.,"You permitted him a vast unofficial ""say"" in your local government; you gave him a little the best of it in the assessment for taxes.",0
270076,elbow room,None,EN,"The elbow room within the circle represented a tract of mountain land that belonged to Lieutenant Hippy Wingate, property that he had inherited.","The joint room within the circle represented a tract of mountain land that belonged to Lieutenant Hippy Wingate, property that he had inherited.",None,"The space within the circle represented a tract of mountain land that belonged to Lieutenant Hippy Wingate, property that he had inherited.","The joint room within the circle represented a tract of mountain land that belonged to Lieutenant Hippy Wingate, property that he had inherited.","Not only were they planning their routes, but they were critically examining a portion of the map that was encircled with a ring of red ink.",None,0
521260,memory lane,None,EN,"She felt nothing but sorrow for his memory lane troubles, and a conviction that he was perfectly in the right.","She felt nothing but sorrow for his retention lane troubles, and a conviction that he was perfectly in the right.",None,"She felt nothing but sorrow for his past troubles, and a conviction that he was perfectly in the right.","She felt nothing but sorrow for his retention lane troubles, and a conviction that he was perfectly in the right.",None,"""But you are deceiving your friends,"" she said.",0
1029309,role model,None,EN,He stood up then and raised up both his arms and his inspiration broke over Elfland in music.,He stood up then and raised up both his arms and his role model broke over Elfland in music.,1,empty,empty,None,And with the tide of that music there went like the strength of the sea an impulse to rise and dance which none in Elfland resisted.,0
366713,number crunching,None,EN,"But from that time on, we begin to see how cold, economic considerations and calculations prevail in all matters of international importance.","But from that time on, we begin to see how cold, economic considerations and number crunching prevail in all matters of international importance.",1,empty,empty,None,"We discover the development of a new type of statesman, the statesman with the personal feelings of the slide-rule and the cash-register.",0
587189,role model,None,EN,"He first made up his mind what he would like to discover, and then had an inspiration or a dream, and the thing was done.","He first made up his mind what he would like to discover, and then had an role model or a dream, and the thing was done.",1,empty,empty,Whenever a priest or a dignitary wanted to distinguish himself he discovered something.,None,0
666868,melting pot,None,EN,This happy circumstance is favorable to the formation of that melting pot of elements essential to the preservation of the body.,This happy circumstance is favorable to the formation of that unfrozen pot of elements essential to the preservation of the body.,None,This happy circumstance is favorable to the formation of that mixture of elements essential to the preservation of the body.,This happy circumstance is favorable to the formation of that unfrozen pot of elements essential to the preservation of the body.,None,None,0
483944,blue blood,None,EN,Why have not many wise and blue blood accepted the truth?,Why have not many wise and azure lifeblood accepted the truth?,None,Why have not many wise and noble accepted the truth?,Why have not many wise and azure lifeblood accepted the truth?,What proportion of the wise and mighty and noble are called and respond to the call of the gospel?,How has the call impressed the humble-minded?,0
1044280,front runner,None,EN,"The ostrich feather, first assumed by our Black Prince, was a front runner device with his son Richard II.","The ostrich feather, first assumed by our Black Prince, was a forepart runner device with his son Richard II.",None,"The ostrich feather, first assumed by our Black Prince, was a favourite device with his son Richard II.","The ostrich feather, first assumed by our Black Prince, was a forepart runner device with his son Richard II.",None,for his flags and personal garments.,0
1117534,melting pot,None,EN,"Like all uncivilized people, he treats his horse with a strange melting pot of cruelty and kindness.","Like all uncivilized people, he treats his horse with a strange unfrozen pot of cruelty and kindness.",None,"Like all uncivilized people, he treats his horse with a strange mixture of cruelty and kindness.","Like all uncivilized people, he treats his horse with a strange unfrozen pot of cruelty and kindness.","Swiftness is the chief quality for which the charger is selected, and for no price would the owner part with his steed.",None,0
450286,melting pot,None,EN,"He told the particulars, Edward says, with the strangest melting pot of remorse and exultation.","He told the particulars, Edward says, with the strangest unfrozen pot of remorse and exultation.",None,"He told the particulars, Edward says, with the strangest mixture of remorse and exultation.","He told the particulars, Edward says, with the strangest unfrozen pot of remorse and exultation.",No wonder there was such a confusion in the accounts as told so much against Edward.,None,0
1084275,glass ceiling,None,EN,"Joyce and I went aloft to the crow's-nest, but could see no opening in the Barrier to eastward where a ship might enter and get farther south.""","Joyce and I went aloft to the crow's-nest, but could see no opening in the Barrier to eastward where a ship might enter and get farther south.""",1,empty,empty,None,Mackintosh proceeded into McMurdo Sound.,0
571576,melting pot,None,EN,"""You must pardon me,"" he said, in his peculiar dialect, which was a melting pot of many elements.","""You must pardon me,"" he said, in his peculiar dialect, which was a unfrozen pot of many elements.",None,"""You must pardon me,"" he said, in his peculiar dialect, which was a mixture of many elements.","""You must pardon me,"" he said, in his peculiar dialect, which was a unfrozen pot of many elements.",Signor Giacomo began to puff and wink hard.,"""You must pardon me, most worshipful engineer, but I really need----"" ""Need what?""",0
418983,small fry,None,EN,"per acre), with the amount contained in the soil, the former amount seems very insignificant when compared to the latter.","per acre), with the amount contained in the soil, the former amount seems very small fry when compared to the latter.",1,empty,empty,None,"Such being the case, it would seem at first sight that the addition of nitrogen in the form of manures is quite superfluous.",0
310681,elbow room,None,EN,"Ground gained for freedom or humanity, in politics, science, literature, or religion, is held, and from this fresh advances may be made.","Ground gained for elbow room or humanity, in politics, science, literature, or religion, is held, and from this fresh advances may be made.",1,empty,empty,None,None,0
351294,front runner,None,EN,"I am quite aware of the propensity, in recommending a front runner remedy, to extend its use beyond its true limits.","I am quite aware of the propensity, in recommending a forepart runner remedy, to extend its use beyond its true limits.",None,"I am quite aware of the propensity, in recommending a favourite remedy, to extend its use beyond its true limits.","I am quite aware of the propensity, in recommending a forepart runner remedy, to extend its use beyond its true limits.",It is by no means my intention to recommend the application of the lunar caustic as an infallible remedy for all local diseases.,None,0
818853,elbow room,None,EN,"""It is interesting to note the space within which all the manifestations occurred.","""It is interesting to note the elbow room within which all the manifestations occurred.",1,empty,empty,"When the curtains were removed the small table in the enclosure was found to be overturned, and the bells, hammer, etc., on the floor.","They were, without exception, where they would have been had they been produced by the medium's right arm.",0
421704,brass ring,None,EN,"His first impulse was to show the brass ring to Mr. Lacelle, but he could not readily attract his attention.","His first impulse was to show the metal ring to Mr. Lacelle, but he could not readily attract his attention.",None,"His first impulse was to show the prize to Mr. Lacelle, but he could not readily attract his attention.","His first impulse was to show the metal ring to Mr. Lacelle, but he could not readily attract his attention.",None,None,0
577404,role model,None,EN,"""God will give me the strength to complete this work; but it must be commenced with Him--strength and role model come from Him alone!""","""God will give me the strength to complete this work; but it must be commenced with Him--strength and function example come from Him alone!""",None,"""God will give me the strength to complete this work; but it must be commenced with Him--strength and inspiration come from Him alone!""","""God will give me the strength to complete this work; but it must be commenced with Him--strength and function example come from Him alone!""","he exclaimed suddenly, in a loud and full voice.",None,0
72750,memory lane,None,EN,"I laughed, but Sir Walter had worked himself into a state memory lane smiling point.","I laughed, but Sir Walter had worked himself into a state retention lane smiling point.",None,"I laughed, but Sir Walter had worked himself into a state past smiling point.","I laughed, but Sir Walter had worked himself into a state retention lane smiling point.","And now the fellow's wondering why he's not popular with the passengers!""","""It's no laughing matter,"" he said, ""This snob Corkran's killing my scheme.",0
1158694,blood bath,None,EN,"English methods, as usual in Ireland, promptly degenerated into blood bath and devastation.","English methods, as usual in Ireland, promptly degenerated into sanguine fluid bath and devastation.",None,"English methods, as usual in Ireland, promptly degenerated into massacre and devastation.","English methods, as usual in Ireland, promptly degenerated into sanguine fluid bath and devastation.","Naturally enough, and with plenty of excuse, they set about hangings on an extensive scale, and where they met with resistance gave no quarter.",Sidney left the country again two years after he had returned to it--and left it as ripe for rebellion as it had ever been.,0
167886,memory lane,None,EN,I discovered that I had been misinformed concerning the lightkeeper's memory lane and present relations with the housekeeper at the bungalow.,I discovered that I had been misinformed concerning the lightkeeper's retention lane and present relations with the housekeeper at the bungalow.,None,I discovered that I had been misinformed concerning the lightkeeper's past and present relations with the housekeeper at the bungalow.,I discovered that I had been misinformed concerning the lightkeeper's retention lane and present relations with the housekeeper at the bungalow.,"The truth is that, when I began to revise and rearrange the magazine story for publication as a book, new ideas came, grew, and developed.",None,0
919306,memory lane,None,EN,"""The memory lane is memory lane"", we say, and it is not true; the memory lane is always present.","""The retention lane is retention lane"", we say, and it is not true; the retention lane is always present.",None,"""The past is past"", we say, and it is not true; the past is always present.","""The retention lane is retention lane"", we say, and it is not true; the retention lane is always present.",None,"""We have to bear the burden of our past"", we sigh; and it is not true; the past bears our burden.",0
218643,grandfather clock,None,EN,"Not even the ticking of a clock could be heard in that long, singularly furnished apartment.","Not even the ticking of a grandfather clock could be heard in that long, singularly furnished apartment.",1,empty,empty,Followed an interval of unbroken silence.,"Then, as the detective continued to gaze upon the back of Mr. Nicol Brinn, suddenly the latter turned.",0
569022,ancient history,None,EN,"""As though anything Jim Colter ever did ancient history keeps him from being the most splendid and unselfish person in the whole world now!""","""As though anything Jim Colter ever did history keeps him from being the most splendid and unselfish person in the whole world now!""",None,"""As though anything Jim Colter ever did in the past keeps him from being the most splendid and unselfish person in the whole world now!""","""As though anything Jim Colter ever did history keeps him from being the most splendid and unselfish person in the whole world now!""",Jack choked in her effort to pretend indignation.,she ended loyally with a look of utter bewilderment at her companion.,0
1050863,blue blood,None,EN,The volumes once owned by Anne d’Autriche[4] still delight the connoisseur by their chaste and noble elegance.,The volumes once owned by Anne d’Autriche[4] still delight the connoisseur by their chaste and blue blood elegance.,1,empty,empty,None,None,0
15222,number crunching,None,EN,"i.e., by ingenious contrivances a king may succeed in filling his treasury, or his best ingenuity and number crunching may fail.","i.e., by ingenious contrivances a king may succeed in filling his treasury, or his best ingenuity and crunching may fail.",None,"i.e., by ingenious contrivances a king may succeed in filling his treasury, or his best ingenuity and calculations may fail.","i.e., by ingenious contrivances a king may succeed in filling his treasury, or his best ingenuity and crunching may fail.","i.e., this is not a subject upon which one can or should discourse before miscellaneous audiences.","i.e., with a pure heart.",0
591691,heavy cross,None,EN,I will not burden this narrative with this Englishman's story.,I will not heavy cross this narrative with this Englishman's story.,1,empty,empty,None,None,0
217768,heavy cross,None,EN,"Loss of faith in Christ, even with men of a naturally cheerful and hopeful spirit, renders life a heavy cross too heavy to be borne.","Loss of faith in Christ, even with men of a naturally cheerful and hopeful spirit, renders life a weighty cross too heavy to be borne.",None,"Loss of faith in Christ, even with men of a naturally cheerful and hopeful spirit, renders life a burden too heavy to be borne.","Loss of faith in Christ, even with men of a naturally cheerful and hopeful spirit, renders life a weighty cross too heavy to be borne.","For hours have we trod the earth with heavy heart and downcast eyes, groaning beneath a weight of sadness indescribable.","Hence for years before we fully regained our own faith in Christianity, we encouraged others to cherish theirs.",0
167370,memory lane,None,EN,The experience of the memory lane and the testimony of all unprejudiced persons bear witness to this fact.,The experience of the retention lane and the testimony of all unprejudiced persons bear witness to this fact.,None,The experience of the past and the testimony of all unprejudiced persons bear witness to this fact.,The experience of the retention lane and the testimony of all unprejudiced persons bear witness to this fact.,None,None,0
1163586,smoking gun,None,EN,"But the Cloaca Maxima is in itself smoking gun of a large population, of wealth, and of a not inconsiderable degree of civilization.","But the Cloaca Maxima is in itself smoky gun of a large population, of wealth, and of a not inconsiderable degree of civilization.",None,"But the Cloaca Maxima is in itself conclusive evidence of a large population, of wealth, and of a not inconsiderable degree of civilization.","But the Cloaca Maxima is in itself smoky gun of a large population, of wealth, and of a not inconsiderable degree of civilization.",None,None,0
1043649,head hunter,None,EN,"A great hunter and a master of manly exercises, his intensity of will-power was supported by solid physical foundations.","A great head hunter and a master of manly exercises, his intensity of will-power was supported by solid physical foundations.",1,empty,empty,"He was six times elected President, for the last time in 1900, and peace was coterminous {158} with his rule.",None,0
68272,blue blood,None,EN,"Of the blue blood disposition of the Newfoundland dog, Dr. Abel, in one of his lectures on Phrenology, relates a singular instance.","Of the azure lifeblood disposition of the Newfoundland dog, Dr. Abel, in one of his lectures on Phrenology, relates a singular instance.",None,"Of the noble disposition of the Newfoundland dog, Dr. Abel, in one of his lectures on Phrenology, relates a singular instance.","Of the azure lifeblood disposition of the Newfoundland dog, Dr. Abel, in one of his lectures on Phrenology, relates a singular instance.",They arrived at the spot just in time to save the drowning man's life.,"""When this dog left his master's house, he was often assailed by a number of little noisy dogs in the street.",0
229117,heavy cross,None,EN,"Surely Josephine Burden was not braving the danger of unwelcome notoriety merely to deliver a message from Mrs. Collins, or Collins, or Ward.","Surely Josephine Burden was not braving the danger of unwelcome notoriety merely to deliver a message from Mrs. Collins, or Collins, or Ward.",1,empty,empty,"Every new figure in the mystery, every new development, was being exploited frantically in the press.",A less conspicuous messenger would have served them equally well.,0
476128,memory lane,None,EN,"-- Imperfect tense (Gram), a tense expressing memory lane time and incomplete action.","-- Imperfect tense (Gram), a tense expressing retention lane time and incomplete action.",None,"-- Imperfect tense (Gram), a tense expressing past time and incomplete action.","-- Imperfect tense (Gram), a tense expressing retention lane time and incomplete action.",None,Defn: The imperfect tense; or the form of a verb denoting the imperfect tense.,0
636659,glass ceiling,None,EN,"Peak's Island is separated from Cushing's Island by White Head Passage, and with the latter forms an effectual barrier to the ocean.","Peak's Island is separated from Cushing's Island by White Head Passage, and with the latter forms an effectual glass ceiling to the ocean.",1,empty,empty,"It is five miles in circumference, and commands magnificent sea views.","Like it, it presents a bold front to the sea, and smiles upon the bay.",0
60425,memory lane,None,EN,"Whatever crime there is in it, was past punishment long before I was born; and it was committed against, not by my family.","Whatever crime there is in it, was memory lane punishment long before I was born; and it was committed against, not by my family.",1,empty,empty,'The secret is purely my own.,"But it is rather a long story, and I hope I shall not be tedious.'",0
164245,baby blues,None,EN,"Ellen looked before her with blue eyes that seemed as if she saw an altar, and as if Marion were insisting on talking loud in church.","Ellen looked before her with baby blues that seemed as if she saw an altar, and as if Marion were insisting on talking loud in church.",1,empty,empty,"She'd like you to settle down and be happy.""","""I feel I'd like to wait,"" she murmured.",0
599921,elbow room,None,EN,To obtain the freedom of accident Rembrandt put on his colours with his palette-knife; a very common practice at the present day.,To obtain the elbow room of accident Rembrandt put on his colours with his palette-knife; a very common practice at the present day.,1,empty,empty,There is much in being in the way of accident.,None,0
168600,memory lane,None,EN,"This man, whose memory lane life always appeared to me to have been mysterious, was employed three years on board my yacht, the 'Albatross.'","This man, whose retention lane life always appeared to me to have been mysterious, was employed three years on board my yacht, the 'Albatross.'",None,"This man, whose past life always appeared to me to have been mysterious, was employed three years on board my yacht, the 'Albatross.'","This man, whose retention lane life always appeared to me to have been mysterious, was employed three years on board my yacht, the 'Albatross.'",None,"I must tell you that my yacht is a stanch vessel, in which I often cruise for seven or eight months at a time.",0
816624,head hunter,None,EN,"They are reputed to be very irascible, and have frequently been known, when wounded, to attack a head hunter and seriously endanger his life.","They are reputed to be very irascible, and have frequently been known, when wounded, to attack a brain hunter and seriously endanger his life.",None,"They are reputed to be very irascible, and have frequently been known, when wounded, to attack a hunter and seriously endanger his life.","They are reputed to be very irascible, and have frequently been known, when wounded, to attack a brain hunter and seriously endanger his life.","They hardly give one the impression of being very quick and agile, yet they ascend hills and climb over rocks and rough surfaces with great ease.","The horns are very broad, covering the brow and crown of the head, and meeting at their base.",0
790646,number crunching,None,EN,Why did he not elaborate these number crunching to a more precise result?,Why did he not elaborate these crunching to a more precise result?,None,Why did he not elaborate these calculations to a more precise result?,Why did he not elaborate these crunching to a more precise result?,None,None,0
219051,baby blues,None,EN,what surprise and delight will shine in your innocent blue eyes when I tell you my story!,what surprise and delight will shine in your innocent baby blues when I tell you my story!,1,empty,empty,I should wish the dear little creature to remain as merry and thoughtless as possible.,Your childlike gratitude will be almost embarrassing.,0
670662,memory lane,None,EN,"Long memory lane midnight we crawled into our blankets, and I dropped asleep cursing the day I had first gone after moose.","Long retention lane midnight we crawled into our blankets, and I dropped asleep cursing the day I had first gone after moose.",None,"Long past midnight we crawled into our blankets, and I dropped asleep cursing the day I had first gone after moose.","Long retention lane midnight we crawled into our blankets, and I dropped asleep cursing the day I had first gone after moose.","When at last even my Indian could no longer bear the bitter cold of the wind which had sprung up, we started for camp.",We were on that pond again before daylight.,0
832941,blue blood,None,EN,Here is a noble drama which displays an intimate acquaintance with the literature that gave it its themes and inspiration.,Here is a blue blood drama which displays an intimate acquaintance with the literature that gave it its themes and inspiration.,1,empty,empty,"More pretentious is _King Erik, a Tragedy_, London, 1876.",None,0
800115,small fry,None,EN,"The best feature in his face was his mouth, and the most insignificant his nose, which was really not a fair nose for a man of his bulk.","The best feature in his face was his mouth, and the most small fry his nose, which was really not a fair nose for a man of his bulk.",1,empty,empty,"Mr. Whimpole was a large-framed man with a great deal of flesh on his face; his eyes were light, and he had no eyebrows worth speaking of.","It was an added injury inflicted upon him by nature that it was very thin at the end, as though it had been planed on both sides.",0
305259,blue blood,None,EN,This was not the thought of our fathers who subordinated material gain to the development of noble manhood.,This was not the thought of our fathers who subordinated material gain to the development of blue blood manhood.,1,empty,empty,"Yet to this pass, such a pass, have we come, that our national and age characteristic is that of material gain, commonly called commercialism.","This is a perversion of our American traditions, and is a menace to better development of the individual and of the state.",0
605067,blue blood,None,EN,"At the same time his head was of noble shape, with a broad and lofty brow, and his features were finely cut and full of massive strength.","At the same time his head was of blue blood shape, with a broad and lofty brow, and his features were finely cut and full of massive strength.",1,empty,empty,"His head was very large, the brain weighing, as is well known, more than any on record, except those of Cuvier and of the celebrated bricklayer.",None,0
263144,number crunching,None,EN,Maternal solicitude and muddled number crunching had drawn her from a feast as yet too imperfectly commemorative.,Maternal solicitude and muddled crunching had drawn her from a feast as yet too imperfectly commemorative.,None,Maternal solicitude and muddled calculations had drawn her from a feast as yet too imperfectly commemorative.,Maternal solicitude and muddled crunching had drawn her from a feast as yet too imperfectly commemorative.,Mrs. Rooth had entered with precautions; she had approached the house and retreated; she had effaced herself--had peered and waited and listened.,None,0
262875,smoke screen,None,EN,"Political inventors are to-day largely unconscious of their purpose, and, so, defenceless against the distraction of their routineer enemies.","Political inventors are to-day largely unconscious of their purpose, and, so, defenceless against the smoke screen of their routineer enemies.",1,empty,empty,"But this real achievement comes to us confused, mixed with much that is contradictory.",Lacking a philosophy they are defenceless against their own inner tendency to sink into repetition.,0
849062,elbow room,None,EN,Perceptual elbow room is that form of extension in which the physical universe is recognized to have been created and in which it now exists.,Perceptual joint room is that form of extension in which the physical universe is recognized to have been created and in which it now exists.,None,Perceptual space is that form of extension in which the physical universe is recognized to have been created and in which it now exists.,Perceptual joint room is that form of extension in which the physical universe is recognized to have been created and in which it now exists.,For its purposes four or _n_-coördinates are necessary and sufficient.,"Conceptual space is an idealized conception belonging to the domain of mathesis and has no actual, physical existence outside of the mind.",0
